Home_Team,Away_Team,Result,Link,Season,Round,League
Wolves,Tranmere Rovers,2-0,https://www.besoccer.com/match/wolverhampton/tranmere-rovers/199949029,1999,1,championship
Sunderland,Queens Park Rangers,1-0,https://www.besoccer.com/match/sunderland-afc/queens-park-rangers-fc/199949030,1999,1,championship
Sheffield United,Swindon Town,2-1,https://www.besoccer.com/match/sheffield-united/swindon-town/199949031,1999,1,championship
Portsmouth,Watford,1-2,https://www.besoccer.com/match/portsmouth/watford-fc/199949032,1999,1,championship
Port Vale,Birmingham City,0-2,https://www.besoccer.com/match/port-vale/birmingham-city-fc/199949033,1999,1,championship
Norwich City,Crewe Alexandra,2-1,https://www.besoccer.com/match/norwich-city-fc/crewe-alexandra/199949034,1999,1,championship
Crystal Palace,Bolton Wanderers,2-2,https://www.besoccer.com/match/crystal-palace-fc/bolton-wanderers-fc/199949035,1999,1,championship
Bury,Huddersfield Town,1-0,https://www.besoccer.com/match/bury/huddersfield-town-fc/199949036,1999,1,championship
Bristol City,Oxford City,2-2,https://www.besoccer.com/match/bristol-city-fc/oxford-city/199949037,1999,1,championship
Bradford City,Stockport County,1-2,https://www.besoccer.com/match/bradford-city/stockport-county/199949038,1999,1,championship
Barnsley,West Bromwich Albion,2-2,https://www.besoccer.com/match/barnsley-fc/west-bromwich/199949039,1999,1,championship
Grimsby Town,Ipswich Town,0-0,https://www.besoccer.com/match/grimsby-town/ipswich-town-fc/199949040,1999,1,championship
West Bromwich Albion,Sheffield United,4-1,https://www.besoccer.com/match/west-bromwich/sheffield-united/199949041,1999,2,championship
Watford,Bradford City,1-0,https://www.besoccer.com/match/watford-fc/bradford-city/199949042,1999,2,championship
Tranmere Rovers,Portsmouth,1-1,https://www.besoccer.com/match/tranmere-rovers/portsmouth/199949043,1999,2,championship
Swindon Town,Sunderland,1-1,https://www.besoccer.com/match/swindon-town/sunderland-afc/199949044,1999,2,championship
Stockport County,Norwich City,0-2,https://www.besoccer.com/match/stockport-county/norwich-city-fc/199949045,1999,2,championship
Queens Park Rangers,Bristol City,1-1,https://www.besoccer.com/match/queens-park-rangers-fc/bristol-city-fc/199949046,1999,2,championship
Oxford City,Wolves,0-2,https://www.besoccer.com/match/oxford-city/wolverhampton/199949047,1999,2,championship
Ipswich Town,Bury,0-0,https://www.besoccer.com/match/ipswich-town-fc/bury/199949048,1999,2,championship
Huddersfield Town,Port Vale,2-1,https://www.besoccer.com/match/huddersfield-town-fc/port-vale/199949049,1999,2,championship
Crewe Alexandra,Barnsley,3-1,https://www.besoccer.com/match/crewe-alexandra/barnsley-fc/199949050,1999,2,championship
Bolton Wanderers,Grimsby Town,2-0,https://www.besoccer.com/match/bolton-wanderers-fc/grimsby-town/199949051,1999,2,championship
Birmingham City,Crystal Palace,3-1,https://www.besoccer.com/match/birmingham-city-fc/crystal-palace-fc/199949052,1999,2,championship
Barnsley,Stockport County,1-1,https://www.besoccer.com/match/barnsley-fc/stockport-county/199949053,1999,3,championship
Wolves,Swindon Town,1-0,https://www.besoccer.com/match/wolverhampton/swindon-town/199949054,1999,3,championship
Sunderland,Tranmere Rovers,5-0,https://www.besoccer.com/match/sunderland-afc/tranmere-rovers/199949055,1999,3,championship
Sheffield United,Birmingham City,0-2,https://www.besoccer.com/match/sheffield-united/birmingham-city-fc/199949056,1999,3,championship
Portsmouth,Ipswich Town,0-0,https://www.besoccer.com/match/portsmouth/ipswich-town-fc/199949057,1999,3,championship
Port Vale,West Bromwich Albion,0-3,https://www.besoccer.com/match/port-vale/west-bromwich/199949058,1999,3,championship
Norwich City,Queens Park Rangers,4-2,https://www.besoccer.com/match/norwich-city-fc/queens-park-rangers-fc/199949059,1999,3,championship
Grimsby Town,Huddersfield Town,1-0,https://www.besoccer.com/match/grimsby-town/huddersfield-town-fc/199949060,1999,3,championship
Crystal Palace,Oxford City,2-0,https://www.besoccer.com/match/crystal-palace-fc/oxford-city/199949061,1999,3,championship
Bury,Crewe Alexandra,1-0,https://www.besoccer.com/match/bury/crewe-alexandra/199949062,1999,3,championship
Bristol City,Watford,1-4,https://www.besoccer.com/match/bristol-city-fc/watford-fc/199949063,1999,3,championship
Bradford City,Bolton Wanderers,2-2,https://www.besoccer.com/match/bradford-city/bolton-wanderers-fc/199949064,1999,3,championship
Watford,Wolves,0-2,https://www.besoccer.com/match/watford-fc/wolverhampton/199949065,1999,4,championship
Crewe Alexandra,Bradford City,2-1,https://www.besoccer.com/match/crewe-alexandra/bradford-city/199949066,1999,4,championship
West Bromwich Albion,Norwich City,2-0,https://www.besoccer.com/match/west-bromwich/norwich-city-fc/199949067,1999,4,championship
Tranmere Rovers,Bristol City,1-1,https://www.besoccer.com/match/tranmere-rovers/bristol-city-fc/199949068,1999,4,championship
