Home_Team,Away_Team,Result,Link,Season,Round,League
Millwall,Norwich City,4-0,https://www.besoccer.com/match/millwall-fc/norwich-city-fc/20025469,2002,1,championship
Grimsby Town,Crewe Alexandra,1-0,https://www.besoccer.com/match/grimsby-town/crewe-alexandra/20025471,2002,1,championship
Gillingham,Preston North End,5-0,https://www.besoccer.com/match/gillingham/preston-north-end/20025472,2002,1,championship
Bradford City,Barnsley,4-0,https://www.besoccer.com/match/bradford-city/barnsley-fc/20025473,2002,1,championship
Wolves,Portsmouth,2-2,https://www.besoccer.com/match/wolverhampton/portsmouth/20025474,2002,1,championship
Wimbledon FC,Birmingham City,3-1,https://www.besoccer.com/match/wimbledon-fc/birmingham-city-fc/20025475,2002,1,championship
Walsall,West Bromwich Albion,2-1,https://www.besoccer.com/match/walsall/west-bromwich/20025476,2002,1,championship
Stockport County,Coventry City,0-2,https://www.besoccer.com/match/stockport-county/coventry-city/20025477,2002,1,championship
Rotherham United,Crystal Palace,2-3,https://www.besoccer.com/match/rotherham-united/crystal-palace-fc/20025478,2002,1,championship
Nottingham Forest,Sheffield United,1-1,https://www.besoccer.com/match/nottingham-forest-fc/sheffield-united/20025479,2002,1,championship
Man. City,Watford,3-0,https://www.besoccer.com/match/manchester-city-fc/watford-fc/20025470,2002,1,championship
Sheffield Wednesday,Burnley,0-2,https://www.besoccer.com/match/sheffield-wednesday-fc/burnley-fc/20025468,2002,1,championship
Crystal Palace,Stockport County,4-1,https://www.besoccer.com/match/crystal-palace-fc/stockport-county/20025458,2002,2,championship
Crewe Alexandra,Sheffield Wednesday,0-2,https://www.besoccer.com/match/crewe-alexandra/sheffield-wednesday-fc/20025459,2002,2,championship
Burnley,Wimbledon FC,3-2,https://www.besoccer.com/match/burnley-fc/wimbledon-fc/20025460,2002,2,championship
Barnsley,Nottingham Forest,2-1,https://www.besoccer.com/match/barnsley-fc/nottingham-forest-fc/20025461,2002,2,championship
West Bromwich Albion,Grimsby Town,0-1,https://www.besoccer.com/match/west-bromwich/grimsby-town/20025462,2002,2,championship
Watford,Rotherham United,3-2,https://www.besoccer.com/match/watford-fc/rotherham-united/20025463,2002,2,championship
Sheffield United,Gillingham,0-0,https://www.besoccer.com/match/sheffield-united/gillingham/20025464,2002,2,championship
Preston North End,Walsall,1-1,https://www.besoccer.com/match/preston-north-end/walsall/20025465,2002,2,championship
Portsmouth,Bradford City,0-1,https://www.besoccer.com/match/portsmouth/bradford-city/20025466,2002,2,championship
Norwich City,Man. City,2-0,https://www.besoccer.com/match/norwich-city-fc/manchester-city-fc/20025467,2002,2,championship
Birmingham City,Millwall,4-0,https://www.besoccer.com/match/birmingham-city-fc/millwall-fc/20025457,2002,2,championship
Coventry City,Wolves,0-1,https://www.besoccer.com/match/coventry-city/wolverhampton/20025456,2002,2,championship
Rotherham United,Sheffield United,1-1,https://www.besoccer.com/match/rotherham-united/sheffield-united/20025455,2002,3,championship
Bradford City,Coventry City,2-1,https://www.besoccer.com/match/bradford-city/coventry-city/20025454,2002,3,championship
Gillingham,Barnsley,3-0,https://www.besoccer.com/match/gillingham/barnsley-fc/20025444,2002,3,championship
Wolves,Watford,1-0,https://www.besoccer.com/match/wolverhampton/watford-fc/20025445,2002,3,championship
Wimbledon FC,Norwich City,0-1,https://www.besoccer.com/match/wimbledon-fc/norwich-city-fc/20025446,2002,3,championship
Walsall,Birmingham City,1-2,https://www.besoccer.com/match/walsall/birmingham-city-fc/20025447,2002,3,championship
Stockport County,Portsmouth,0-1,https://www.besoccer.com/match/stockport-county/portsmouth/20025448,2002,3,championship
Sheffield Wednesday,West Bromwich Albion,1-1,https://www.besoccer.com/match/sheffield-wednesday-fc/west-bromwich/20025449,2002,3,championship
Nottingham Forest,Crystal Palace,4-2,https://www.besoccer.com/match/nottingham-forest-fc/crystal-palace-fc/20025450,2002,3,championship
Millwall,Burnley,0-2,https://www.besoccer.com/match/millwall-fc/burnley-fc/20025451,2002,3,championship
Man. City,Crewe Alexandra,5-2,https://www.besoccer.com/match/manchester-city-fc/crewe-alexandra/20025452,2002,3,championship
Grimsby Town,Preston North End,2-2,https://www.besoccer.com/match/grimsby-town/preston-north-end/20025453,2002,3,championship
Barnsley,Rotherham United,1-1,https://www.besoccer.com/match/barnsley-fc/rotherham-united/20025434,2002,4,championship
West Bromwich Albion,Gillingham,1-0,https://www.besoccer.com/match/west-bromwich/gillingham/20025435,2002,4,championship
Watford,Walsall,2-1,https://www.besoccer.com/match/watford-fc/walsall/20025436,2002,4,championship
Sheffield United,Wolves,2-2,https://www.besoccer.com/match/sheffield-united/wolverhampton/20025437,2002,4,championship
Preston North End,Wimbledon FC,1-1,https://www.besoccer.com/match/preston-north-end/wimbledon-fc/20025438,2002,4,championship
Portsmouth,Grimsby Town,4-2,https://www.besoccer.com/match/portsmouth/grimsby-town/20025439,2002,4,championship
Norwich City,Sheffield Wednesday,2-0,https://www.besoccer.com/match/norwich-city-fc/sheffield-wednesday-fc/20025440,2002,4,championship
Birmingham City,Stockport County,2-1,https://www.besoccer.com/match/birmingham-city-fc/stockport-county/20025443,2002,4,championship
