Home_Team,Away_Team,Result,Link,Season,Round,League
Millwall,Southend United,3-1,https://www.besoccer.com/match/millwall-fc/southend-united/199539936,1995,1,championship
Portsmouth,Notts County,2-1,https://www.besoccer.com/match/portsmouth/notts-county/199539937,1995,1,championship
Stoke City,Tranmere Rovers,1-0,https://www.besoccer.com/match/stoke-city/tranmere-rovers/199539938,1995,1,championship
Barnsley,Derby County,2-1,https://www.besoccer.com/match/barnsley-fc/derby-county-fc/199539939,1995,1,championship
Middlesbrough,Burnley,2-0,https://www.besoccer.com/match/middlesbrough-fc/burnley-fc/199539940,1995,1,championship
Sheffield United,Watford,3-0,https://www.besoccer.com/match/sheffield-united/watford-fc/199539941,1995,1,championship
Wolves,Reading,1-0,https://www.besoccer.com/match/wolverhampton/reading-fc/199539942,1995,1,championship
Bristol City,Sunderland,0-0,https://www.besoccer.com/match/bristol-city-fc/sunderland-afc/199539943,1995,1,championship
Luton Town,West Bromwich Albion,1-1,https://www.besoccer.com/match/luton-town-fc/west-bromwich/199539944,1995,1,championship
Oldham Athletic AFC,Charlton Athletic,5-2,https://www.besoccer.com/match/oldham-athletic-afc/charlton-athletic-fc/199539945,1995,1,championship
Grimsby Town,Bolton Wanderers,3-3,https://www.besoccer.com/match/grimsby-town/bolton-wanderers-fc/199539946,1995,1,championship
Swindon Town,Port Vale,2-0,https://www.besoccer.com/match/swindon-town/port-vale/199539947,1995,1,championship
Watford,Grimsby Town,0-0,https://www.besoccer.com/match/watford-fc/grimsby-town/199539948,1995,2,championship
Port Vale,Oldham Athletic AFC,3-1,https://www.besoccer.com/match/port-vale/oldham-athletic-afc/199539949,1995,2,championship
Charlton Athletic,Barnsley,2-2,https://www.besoccer.com/match/charlton-athletic-fc/barnsley-fc/199539950,1995,2,championship
Derby County,Luton Town,0-0,https://www.besoccer.com/match/derby-county-fc/luton-town-fc/199539951,1995,2,championship
Tranmere Rovers,Swindon Town,3-2,https://www.besoccer.com/match/tranmere-rovers/swindon-town/199539952,1995,2,championship
Bolton Wanderers,Bristol City,0-2,https://www.besoccer.com/match/bolton-wanderers-fc/bristol-city-fc/199539953,1995,2,championship
Burnley,Stoke City,1-1,https://www.besoccer.com/match/burnley-fc/stoke-city/199539954,1995,2,championship
