Home_Team,Away_Team,Result,Link,Season,Round,League
Preston North End,West Ham,1-2,https://www.besoccer.com/match/preston-north-end/west-ham-united/20047796,2004,1,championship
Wimbledon FC,Crewe Alexandra,3-1,https://www.besoccer.com/match/wimbledon-fc/crewe-alexandra/20047787,2004,1,championship
Bradford City,Norwich City,2-2,https://www.besoccer.com/match/bradford-city/norwich-city-fc/20047788,2004,1,championship
Walsall,West Bromwich Albion,4-1,https://www.besoccer.com/match/walsall/west-bromwich/20047789,2004,1,championship
Sheffield United,Gillingham,0-0,https://www.besoccer.com/match/sheffield-united/gillingham/20047790,2004,1,championship
Rotherham United,Cardiff City,0-0,https://www.besoccer.com/match/rotherham-united/cardiff-city-fc/20047791,2004,1,championship
Millwall,Wigan Athletic,2-0,https://www.besoccer.com/match/millwall-fc/wigan-athletic/20047792,2004,1,championship
Ipswich Town,Reading,1-1,https://www.besoccer.com/match/ipswich-town-fc/reading-fc/20047793,2004,1,championship
Derby County,Stoke City,0-3,https://www.besoccer.com/match/derby-county-fc/stoke-city/20047794,2004,1,championship
Burnley,Crystal Palace,2-3,https://www.besoccer.com/match/burnley-fc/crystal-palace-fc/20047795,2004,1,championship
Nottingham Forest,Sunderland,2-0,https://www.besoccer.com/match/nottingham-forest-fc/sunderland-afc/20047786,2004,1,championship
Watford,Coventry City,1-1,https://www.besoccer.com/match/watford-fc/coventry-city/20047785,2004,1,championship
West Ham,Sheffield United,0-0,https://www.besoccer.com/match/west-ham-united/sheffield-united/20047774,2004,2,championship
Sunderland,Millwall,0-1,https://www.besoccer.com/match/sunderland-afc/millwall-fc/20047775,2004,2,championship
Stoke City,Wimbledon FC,2-1,https://www.besoccer.com/match/stoke-city/wimbledon-fc/20047776,2004,2,championship
Reading,Nottingham Forest,3-0,https://www.besoccer.com/match/reading-fc/nottingham-forest-fc/20047777,2004,2,championship
Norwich City,Rotherham United,2-0,https://www.besoccer.com/match/norwich-city-fc/rotherham-united/20047778,2004,2,championship
Gillingham,Derby County,0-0,https://www.besoccer.com/match/gillingham/derby-county-fc/20047779,2004,2,championship
Crystal Palace,Watford,1-0,https://www.besoccer.com/match/crystal-palace-fc/watford-fc/20047780,2004,2,championship
Crewe Alexandra,Ipswich Town,1-0,https://www.besoccer.com/match/crewe-alexandra/ipswich-town-fc/20047781,2004,2,championship
Coventry City,Walsall,0-0,https://www.besoccer.com/match/coventry-city/walsall/20047782,2004,2,championship
Wigan Athletic,Preston North End,1-1,https://www.besoccer.com/match/wigan-athletic/preston-north-end/20047783,2004,2,championship
Cardiff City,Bradford City,0-2,https://www.besoccer.com/match/cardiff-city-fc/bradford-city/20047784,2004,2,championship
West Bromwich Albion,Burnley,4-1,https://www.besoccer.com/match/west-bromwich/burnley-fc/20047773,2004,2,championship
Sheffield United,Norwich City,1-0,https://www.besoccer.com/match/sheffield-united/norwich-city-fc/20047762,2004,3,championship
Rotherham United,West Ham,1-0,https://www.besoccer.com/match/rotherham-united/west-ham-united/20047763,2004,3,championship
Nottingham Forest,Cardiff City,1-2,https://www.besoccer.com/match/nottingham-forest-fc/cardiff-city-fc/20047764,2004,3,championship
Millwall,Crewe Alexandra,1-1,https://www.besoccer.com/match/millwall-fc/crewe-alexandra/20047765,2004,3,championship
Ipswich Town,Coventry City,1-1,https://www.besoccer.com/match/ipswich-town-fc/coventry-city/20047766,2004,3,championship
Derby County,Reading,2-3,https://www.besoccer.com/match/derby-county-fc/reading-fc/20047767,2004,3,championship
Burnley,Wigan Athletic,0-2,https://www.besoccer.com/match/burnley-fc/wigan-athletic/20047768,2004,3,championship
Wimbledon FC,Crystal Palace,1-3,https://www.besoccer.com/match/wimbledon-fc/crystal-palace-fc/20047769,2004,3,championship
Bradford City,Gillingham,0-1,https://www.besoccer.com/match/bradford-city/gillingham/20047770,2004,3,championship
Watford,West Bromwich Albion,0-1,https://www.besoccer.com/match/watford-fc/west-bromwich/20047771,2004,3,championship
Walsall,Stoke City,1-1,https://www.besoccer.com/match/walsall/stoke-city/20047772,2004,3,championship
Preston North End,Sunderland,0-2,https://www.besoccer.com/match/preston-north-end/sunderland-afc/20047761,2004,3,championship
Reading,Rotherham United,0-0,https://www.besoccer.com/match/reading-fc/rotherham-united/20047760,2004,4,championship
Gillingham,Burnley,0-3,https://www.besoccer.com/match/gillingham/burnley-fc/20047757,2004,4,championship
West Bromwich Albion,Preston North End,1-0,https://www.besoccer.com/match/west-bromwich/preston-north-end/20047758,2004,4,championship
Sunderland,Watford,2-0,https://www.besoccer.com/match/sunderland-afc/watford-fc/20047759,2004,4,championship
Cardiff City,Derby County,4-1,https://www.besoccer.com/match/cardiff-city-fc/derby-county-fc/20047756,2004,4,championship
Crewe Alexandra,Walsall,1-0,https://www.besoccer.com/match/crewe-alexandra/walsall/20047755,2004,4,championship
West Ham,Bradford City,1-0,https://www.besoccer.com/match/west-ham-united/bradford-city/20047752,2004,4,championship
Stoke City,Millwall,0-0,https://www.besoccer.com/match/stoke-city/millwall-fc/20047753,2004,4,championship
Norwich City,Wimbledon FC,3-2,https://www.besoccer.com/match/norwich-city-fc/wimbledon-fc/20047754,2004,4,championship
Crystal Palace,Sheffield United,1-2,https://www.besoccer.com/match/crystal-palace-fc/sheffield-united/20047750,2004,4,championship
Wigan Athletic,Ipswich Town,1-0,https://www.besoccer.com/match/wigan-athletic/ipswich-town-fc/20047751,2004,4,championship
Coventry City,Nottingham Forest,1-3,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/20047749,2004,4,championship
Preston North End,Stoke City,1-0,https://www.besoccer.com/match/preston-north-end/stoke-city/20047738,2004,5,championship
Millwall,Crystal Palace,1-1,https://www.besoccer.com/match/millwall-fc/crystal-palace-fc/20047739,2004,5,championship
Ipswich Town,West Ham,1-2,https://www.besoccer.com/match/ipswich-town-fc/west-ham-united/20047740,2004,5,championship
