Home_Team,Away_Team,Result,Link,Season,Round,League
West Bromwich Albion,Sheffield United,0-3,https://www.besoccer.com/match/west-bromwich/sheffield-united/199015856,1990,1,championship
Swindon Town,Sunderland,0-2,https://www.besoccer.com/match/swindon-town/sunderland-afc/199015858,1990,1,championship
Stoke City,West Ham,1-1,https://www.besoccer.com/match/stoke-city/west-ham-united/199015859,1990,1,championship
Plymouth Argyle,Oxford United,2-0,https://www.besoccer.com/match/plymouth-argyle/oxford-united/199015860,1990,1,championship
Newcastle,Leeds United,5-2,https://www.besoccer.com/match/newcastle-united-fc/leeds-united-afc/199015861,1990,1,championship
Middlesbrough,Wolves,4-2,https://www.besoccer.com/match/middlesbrough-fc/wolverhampton/199015862,1990,1,championship
Ipswich Town,Barnsley,3-1,https://www.besoccer.com/match/ipswich-town-fc/barnsley-fc/199015863,1990,1,championship
Hull City,Leicester,1-1,https://www.besoccer.com/match/hull-city/leicester-city-fc/199015864,1990,1,championship
Brighton & Hove Albion,AFC Bournemouth,2-1,https://www.besoccer.com/match/brighton-amp-hov/afc-bournemouth/199015865,1990,1,championship
Bradford City,Port Vale,2-2,https://www.besoccer.com/match/bradford-city/port-vale/199015866,1990,1,championship
Blackburn Rovers,Oldham Athletic AFC,1-0,https://www.besoccer.com/match/blackburn-rovers-fc/oldham-athletic-afc/199015867,1990,1,championship
Watford,Portsmouth,1-0,https://www.besoccer.com/match/watford-fc/portsmouth/199015857,1990,1,championship
Sunderland,Ipswich Town,2-4,https://www.besoccer.com/match/sunderland-afc/ipswich-town-fc/199015868,1990,1,championship
Oldham Athletic AFC,Watford,1-1,https://www.besoccer.com/match/oldham-athletic-afc/watford-fc/199015869,1990,1,championship
AFC Bournemouth,West Bromwich Albion,1-1,https://www.besoccer.com/match/afc-bournemouth/west-bromwich/199015870,1990,1,championship
Leeds United,Middlesbrough,2-1,https://www.besoccer.com/match/leeds-united-afc/middlesbrough-fc/199015873,1990,1,championship
West Ham,Bradford City,2-0,https://www.besoccer.com/match/west-ham-united/bradford-city/199015871,1990,1,championship
Leicester,Blackburn Rovers,0-1,https://www.besoccer.com/match/leicester-city-fc/blackburn-rovers-fc/199015872,1990,1,championship
Wolves,Bradford City,1-1,https://www.besoccer.com/match/wolverhampton/bradford-city/199015874,1990,1,championship
West Ham,Plymouth Argyle,3-2,https://www.besoccer.com/match/west-ham-united/plymouth-argyle/199015875,1990,1,championship
Sheffield United,Ipswich Town,2-0,https://www.besoccer.com/match/sheffield-united/ipswich-town-fc/199015876,1990,1,championship
Portsmouth,Stoke City,0-0,https://www.besoccer.com/match/portsmouth/stoke-city/199015877,1990,1,championship
Port Vale,West Bromwich Albion,2-1,https://www.besoccer.com/match/port-vale/west-bromwich/199015878,1990,1,championship
Oxford United,Watford,1-1,https://www.besoccer.com/match/oxford-united/watford-fc/199015879,1990,1,championship
Oldham Athletic AFC,Swindon Town,2-2,https://www.besoccer.com/match/oldham-athletic-afc/swindon-town/199015880,1990,1,championship
Leicester,Newcastle,2-2,https://www.besoccer.com/match/leicester-city-fc/newcastle-united-fc/199015881,1990,1,championship
Leeds United,Blackburn Rovers,1-1,https://www.besoccer.com/match/leeds-united-afc/blackburn-rovers-fc/199015882,1990,1,championship
Barnsley,Brighton & Hove Albion,1-0,https://www.besoccer.com/match/barnsley-fc/brighton-amp-hov/199015883,1990,1,championship
AFC Bournemouth,Hull City,5-4,https://www.besoccer.com/match/afc-bournemouth/hull-city/199015884,1990,1,championship
Sunderland,Middlesbrough,2-1,https://www.besoccer.com/match/sunderland-afc/middlesbrough-fc/199015885,1990,1,championship
West Bromwich Albion,Sunderland,1-1,https://www.besoccer.com/match/west-bromwich/sunderland-afc/199015886,1990,2,championship
Hull City,West Ham,1-1,https://www.besoccer.com/match/hull-city/west-ham-united/199015893,1990,2,championship
