Home_Team,Away_Team,Result,Link,Season,Round,League
Roda JC,Vitesse,2-3,https://www.besoccer.com/match/roda-jc/vitesse/200595084,2005,1,eredivisie
RBC Roosendaal,PSV,2-5,https://www.besoccer.com/match/rbc/psv/200595085,2005,1,eredivisie
NAC Breda,Utrecht,3-2,https://www.besoccer.com/match/nac-breda/fc-utrecht/200595086,2005,1,eredivisie
NEC Nijmegen,Willem II,2-0,https://www.besoccer.com/match/nec/willem-ii/200595087,2005,1,eredivisie
AZ Alkmaar,Heerenveen,1-1,https://www.besoccer.com/match/az/heerenveen/200595088,2005,1,eredivisie
Twente 1965,Ajax,2-3,https://www.besoccer.com/match/fc-twente-1965/ajax/200595089,2005,1,eredivisie
Den Bosch,ADO Den Haag,1-0,https://www.besoccer.com/match/fc-den-bosch/ado-den-haag/200595090,2005,1,eredivisie
Feyenoord,De Graafschap,6-1,https://www.besoccer.com/match/feyenoord/graafschap/200595091,2005,1,eredivisie
Groningen,RKC Waalwijk,0-0,https://www.besoccer.com/match/fc-groningen/rkc-waalwijk/200595092,2005,1,eredivisie
Vitesse,Groningen,1-0,https://www.besoccer.com/match/vitesse/fc-groningen/200595093,2005,2,eredivisie
PSV,AZ Alkmaar,5-1,https://www.besoccer.com/match/psv/az/200595094,2005,2,eredivisie
Heerenveen,Roda JC,3-4,https://www.besoccer.com/match/heerenveen/roda-jc/200595095,2005,2,eredivisie
ADO Den Haag,NEC Nijmegen,1-2,https://www.besoccer.com/match/ado-den-haag/nec/200595096,2005,2,eredivisie
RKC Waalwijk,Twente 1965,1-0,https://www.besoccer.com/match/rkc-waalwijk/fc-twente-1965/200595097,2005,2,eredivisie
Willem II,Feyenoord,0-4,https://www.besoccer.com/match/willem-ii/feyenoord/200595098,2005,2,eredivisie
Ajax,NAC Breda,6-2,https://www.besoccer.com/match/ajax/nac-breda/200595099,2005,2,eredivisie
De Graafschap,Den Bosch,1-1,https://www.besoccer.com/match/graafschap/fc-den-bosch/200595100,2005,2,eredivisie
Utrecht,RBC Roosendaal,5-1,https://www.besoccer.com/match/fc-utrecht/rbc/200595101,2005,2,eredivisie
Den Bosch,Willem II,1-2,https://www.besoccer.com/match/fc-den-bosch/willem-ii/200595102,2005,3,eredivisie
Roda JC,De Graafschap,2-1,https://www.besoccer.com/match/roda-jc/graafschap/200595103,2005,3,eredivisie
NAC Breda,PSV,2-2,https://www.besoccer.com/match/nac-breda/psv/200595104,2005,3,eredivisie
Twente 1965,Heerenveen,4-1,https://www.besoccer.com/match/fc-twente-1965/heerenveen/200595105,2005,3,eredivisie
NEC Nijmegen,AZ Alkmaar,1-2,https://www.besoccer.com/match/nec/az/200595106,2005,3,eredivisie
Vitesse,Feyenoord,1-1,https://www.besoccer.com/match/vitesse/feyenoord/200595107,2005,3,eredivisie
Ajax,Utrecht,1-1,https://www.besoccer.com/match/ajax/fc-utrecht/200595108,2005,3,eredivisie
RBC Roosendaal,Groningen,2-2,https://www.besoccer.com/match/rbc/fc-groningen/200595109,2005,3,eredivisie
RKC Waalwijk,ADO Den Haag,1-3,https://www.besoccer.com/match/rkc-waalwijk/ado-den-haag/200595110,2005,3,eredivisie
AZ Alkmaar,Den Bosch,5-0,https://www.besoccer.com/match/az/fc-den-bosch/200595111,2005,4,eredivisie
RBC Roosendaal,Vitesse,4-1,https://www.besoccer.com/match/rbc/vitesse/200595112,2005,4,eredivisie
Heerenveen,De Graafschap,2-0,https://www.besoccer.com/match/heerenveen/graafschap/200595113,2005,4,eredivisie
PSV,RKC Waalwijk,1-0,https://www.besoccer.com/match/psv/rkc-waalwijk/200595114,2005,4,eredivisie
Willem II,Roda JC,3-1,https://www.besoccer.com/match/willem-ii/roda-jc/200595115,2005,4,eredivisie
ADO Den Haag,Ajax,3-3,https://www.besoccer.com/match/ado-den-haag/ajax/200595116,2005,4,eredivisie
Groningen,NAC Breda,2-3,https://www.besoccer.com/match/fc-groningen/nac-breda/200595117,2005,4,eredivisie
Feyenoord,Twente 1965,3-1,https://www.besoccer.com/match/feyenoord/fc-twente-1965/200595118,2005,4,eredivisie
Utrecht,NEC Nijmegen,1-0,https://www.besoccer.com/match/fc-utrecht/nec/200595119,2005,4,eredivisie
ADO Den Haag,Vitesse,0-4,https://www.besoccer.com/match/ado-den-haag/vitesse/200595120,2005,5,eredivisie
NEC Nijmegen,PSV,0-3,https://www.besoccer.com/match/nec/psv/200595121,2005,5,eredivisie
De Graafschap,Groningen,2-2,https://www.besoccer.com/match/graafschap/fc-groningen/200595122,2005,5,eredivisie
Heerenveen,NAC Breda,3-0,https://www.besoccer.com/match/heerenveen/nac-breda/200595123,2005,5,eredivisie
RKC Waalwijk,RBC Roosendaal,2-0,https://www.besoccer.com/match/rkc-waalwijk/rbc/200595124,2005,5,eredivisie
Twente 1965,Willem II,0-0,https://www.besoccer.com/match/fc-twente-1965/willem-ii/200595125,2005,5,eredivisie
Feyenoord,Utrecht,0-3,https://www.besoccer.com/match/feyenoord/fc-utrecht/200595126,2005,5,eredivisie
Roda JC,AZ Alkmaar,1-1,https://www.besoccer.com/match/roda-jc/az/200595127,2005,5,eredivisie
Den Bosch,Ajax,0-5,https://www.besoccer.com/match/fc-den-bosch/ajax/200595128,2005,5,eredivisie
RBC Roosendaal,Feyenoord,0-4,https://www.besoccer.com/match/rbc/feyenoord/200595129,2005,6,eredivisie
PSV,Heerenveen,4-0,https://www.besoccer.com/match/psv/heerenveen/200595130,2005,6,eredivisie
