Home_Team,Away_Team,Result,Link,Season,Round,League
Twente 1965,Fortuna Sittard,4-1,https://www.besoccer.com/match/fc-twente-1965/fortuna-sittard/199814291,1998,1,eredivisie
Ajax,Vitesse,5-0,https://www.besoccer.com/match/ajax/vitesse/199814292,1998,1,eredivisie
Groningen,FC Volendam,3-0,https://www.besoccer.com/match/fc-groningen/fc-volendam/199814293,1998,1,eredivisie
Heerenveen,NAC Breda,3-1,https://www.besoccer.com/match/heerenveen/nac-breda/199814294,1998,1,eredivisie
Roda JC,Utrecht,1-0,https://www.besoccer.com/match/roda-jc/fc-utrecht/199814295,1998,1,eredivisie
PSV,RKC Waalwijk,5-1,https://www.besoccer.com/match/psv/rkc-waalwijk/199814296,1998,1,eredivisie
Sparta Rotterdam,De Graafschap,1-1,https://www.besoccer.com/match/sparta-rotterdam/graafschap/199814297,1998,1,eredivisie
Willem II,NEC Nijmegen,1-2,https://www.besoccer.com/match/willem-ii/nec/199814298,1998,1,eredivisie
MVV Maastricht,Feyenoord,0-3,https://www.besoccer.com/match/mvv/feyenoord/199814299,1998,1,eredivisie
Fortuna Sittard,Ajax,0-5,https://www.besoccer.com/match/fortuna-sittard/ajax/199814300,1998,2,eredivisie
De Graafschap,Willem II,3-1,https://www.besoccer.com/match/graafschap/willem-ii/199814301,1998,2,eredivisie
NEC Nijmegen,Heerenveen,0-1,https://www.besoccer.com/match/nec/heerenveen/199814302,1998,2,eredivisie
FC Volendam,Twente 1965,0-0,https://www.besoccer.com/match/fc-volendam/fc-twente-1965/199814303,1998,2,eredivisie
Vitesse,Roda JC,3-1,https://www.besoccer.com/match/vitesse/roda-jc/199814304,1998,2,eredivisie
Utrecht,MVV Maastricht,6-1,https://www.besoccer.com/match/fc-utrecht/mvv/199814305,1998,2,eredivisie
RKC Waalwijk,Groningen,1-1,https://www.besoccer.com/match/rkc-waalwijk/fc-groningen/199814306,1998,2,eredivisie
NAC Breda,PSV,3-3,https://www.besoccer.com/match/nac-breda/psv/199814307,1998,2,eredivisie
Feyenoord,Sparta Rotterdam,3-1,https://www.besoccer.com/match/feyenoord/sparta-rotterdam/199814308,1998,2,eredivisie
Heerenveen,MVV Maastricht,3-1,https://www.besoccer.com/match/heerenveen/mvv/199814309,1998,3,eredivisie
Fortuna Sittard,RKC Waalwijk,0-3,https://www.besoccer.com/match/fortuna-sittard/rkc-waalwijk/199814310,1998,3,eredivisie
NAC Breda,NEC Nijmegen,0-1,https://www.besoccer.com/match/nac-breda/nec/199814311,1998,3,eredivisie
