Home_Team,Away_Team,Result,Link,Season,Round,League
Heerenveen,Groningen,2-0,https://www.besoccer.com/match/heerenveen/fc-groningen/19958863,1995,1,eredivisie
Roda JC,Twente 1965,1-1,https://www.besoccer.com/match/roda-jc/fc-twente-1965/19958864,1995,1,eredivisie
Ajax,RKC Waalwijk,3-1,https://www.besoccer.com/match/ajax/rkc-waalwijk/19958865,1995,1,eredivisie
FC Volendam,Go Ahead Eagles,3-0,https://www.besoccer.com/match/fc-volendam/go-ahead-eagles/19958866,1995,1,eredivisie
NEC Nijmegen,Utrecht,2-3,https://www.besoccer.com/match/nec/fc-utrecht/19958867,1995,1,eredivisie
Dordrecht,Feyenoord,1-1,https://www.besoccer.com/match/fc-dordrecht/feyenoord/19958868,1995,1,eredivisie
Willem II,NAC Breda,2-0,https://www.besoccer.com/match/willem-ii/nac-breda/19958869,1995,1,eredivisie
Vitesse,PSV,2-4,https://www.besoccer.com/match/vitesse/psv/19958870,1995,1,eredivisie
PSV,Go Ahead Eagles,4-1,https://www.besoccer.com/match/psv/go-ahead-eagles/19958871,1995,1,eredivisie
Sparta Rotterdam,Feyenoord,0-1,https://www.besoccer.com/match/sparta-rotterdam/feyenoord/19958872,1995,2,eredivisie
Twente 1965,Dordrecht,2-2,https://www.besoccer.com/match/fc-twente-1965/fc-dordrecht/19958873,1995,2,eredivisie
RKC Waalwijk,Roda JC,1-1,https://www.besoccer.com/match/rkc-waalwijk/roda-jc/19958874,1995,2,eredivisie
NAC Breda,Vitesse,0-0,https://www.besoccer.com/match/nac-breda/vitesse/19958875,1995,2,eredivisie
MVV Maastricht,NEC Nijmegen,1-2,https://www.besoccer.com/match/mvv/nec/19958876,1995,2,eredivisie
Groningen,Willem II,3-1,https://www.besoccer.com/match/fc-groningen/willem-ii/19958877,1995,2,eredivisie
Utrecht,Heerenveen,4-0,https://www.besoccer.com/match/fc-utrecht/heerenveen/19958878,1995,2,eredivisie
Heerenveen,MVV Maastricht,0-4,https://www.besoccer.com/match/heerenveen/mvv/19958879,1995,2,eredivisie
Dordrecht,RKC Waalwijk,0-1,https://www.besoccer.com/match/fc-dordrecht/rkc-waalwijk/19958880,1995,2,eredivisie
Sparta Rotterdam,Twente 1965,3-4,https://www.besoccer.com/match/sparta-rotterdam/fc-twente-1965/19958881,1995,3,eredivisie
NEC Nijmegen,FC Volendam,0-0,https://www.besoccer.com/match/nec/fc-volendam/19958882,1995,3,eredivisie
