Home_Team,Away_Team,Result,Link,Season,Round,League
RM Castilla,Barcelona B,1-0,https://www.besoccer.com/match/rm-castilla/barcelona-b/1992761,1992,1,segunda_division
Real Betis,Sabadell,2-0,https://www.besoccer.com/match/betis/sabadell/1992762,1992,1,segunda_division
Real Avilés,Palamós,1-0,https://www.besoccer.com/match/real-aviles-ind/palamos-cf/1992763,1992,1,segunda_division
Rayo Vallecano,Las Palmas,3-0,https://www.besoccer.com/match/rayo-vallecano/ud-palmas/1992764,1992,1,segunda_division
Eibar,Sestao Sport Club,1-0,https://www.besoccer.com/match/eibar/sestao-sport-club/1992765,1992,1,segunda_division
UE Figueres,Mérida CP,2-0,https://www.besoccer.com/match/figueres/merida-cp/1992766,1992,1,segunda_division
Real Murcia,CD Málaga,2-1,https://www.besoccer.com/match/real-murcia/cd-malaga/1992767,1992,1,segunda_division
Celta,Lleida,3-0,https://www.besoccer.com/match/celta/ue-lleida/1992768,1992,1,segunda_division
Racing,Bilbao Ath.,3-0,https://www.besoccer.com/match/racing/athletic-bilbao-b/1992769,1992,1,segunda_division
Compostela,CD Castellón,0-2,https://www.besoccer.com/match/sd-Compostela/cd-castellon/1992770,1992,1,segunda_division
Barcelona B,Rayo Vallecano,0-3,https://www.besoccer.com/match/barcelona-b/rayo-vallecano/1992771,1992,2,segunda_division
Palamós,RM Castilla,2-2,https://www.besoccer.com/match/palamos-cf/rm-castilla/1992772,1992,2,segunda_division
CD Málaga,UE Figueres,0-5,https://www.besoccer.com/match/cd-malaga/figueres/1992773,1992,2,segunda_division
Mérida CP,Eibar,1-0,https://www.besoccer.com/match/merida-cp/eibar/1992774,1992,2,segunda_division
Sabadell,Real Avilés,0-0,https://www.besoccer.com/match/sabadell/real-aviles-ind/1992775,1992,2,segunda_division
Sestao Sport Club,Racing,1-2,https://www.besoccer.com/match/sestao-sport-club/racing/1992776,1992,2,segunda_division
Lleida,Real Murcia,2-0,https://www.besoccer.com/match/ue-lleida/real-murcia/1992777,1992,2,segunda_division
CD Castellón,Celta,0-2,https://www.besoccer.com/match/cd-castellon/celta/1992778,1992,2,segunda_division
Bilbao Ath.,Real Betis,3-3,https://www.besoccer.com/match/athletic-bilbao-b/betis/1992779,1992,2,segunda_division
Las Palmas,Compostela,0-0,https://www.besoccer.com/match/ud-palmas/sd-Compostela/1992780,1992,2,segunda_division
Rayo Vallecano,Palamós,4-0,https://www.besoccer.com/match/rayo-vallecano/palamos-cf/1992781,1992,3,segunda_division
Celta,Las Palmas,3-0,https://www.besoccer.com/match/celta/ud-palmas/1992782,1992,3,segunda_division
Compostela,Barcelona B,1-1,https://www.besoccer.com/match/sd-Compostela/barcelona-b/1992783,1992,3,segunda_division
Real Avilés,Bilbao Ath.,1-1,https://www.besoccer.com/match/real-aviles-ind/athletic-bilbao-b/1992784,1992,3,segunda_division
Real Murcia,CD Castellón,3-0,https://www.besoccer.com/match/real-murcia/cd-castellon/1992785,1992,3,segunda_division
Racing,Real Betis,0-1,https://www.besoccer.com/match/racing/betis/1992786,1992,3,segunda_division
RM Castilla,Sabadell,2-1,https://www.besoccer.com/match/rm-castilla/sabadell/1992787,1992,3,segunda_division
Sestao Sport Club,Mérida CP,2-1,https://www.besoccer.com/match/sestao-sport-club/merida-cp/1992788,1992,3,segunda_division
UE Figueres,Lleida,1-3,https://www.besoccer.com/match/figueres/ue-lleida/1992789,1992,3,segunda_division
Eibar,CD Málaga,1-0,https://www.besoccer.com/match/eibar/cd-malaga/1992790,1992,3,segunda_division
Barcelona B,Celta,4-1,https://www.besoccer.com/match/barcelona-b/celta/1992800,1992,4,segunda_division
CD Málaga,Sestao Sport Club,0-0,https://www.besoccer.com/match/cd-malaga/sestao-sport-club/1992791,1992,4,segunda_division
Bilbao Ath.,RM Castilla,0-0,https://www.besoccer.com/match/athletic-bilbao-b/rm-castilla/1992792,1992,4,segunda_division
Mérida CP,Racing,1-1,https://www.besoccer.com/match/merida-cp/racing/1992793,1992,4,segunda_division
Real Betis,Real Avilés,2-0,https://www.besoccer.com/match/betis/real-aviles-ind/1992794,1992,4,segunda_division
Lleida,Eibar,2-0,https://www.besoccer.com/match/ue-lleida/eibar/1992795,1992,4,segunda_division
Palamós,Compostela,0-3,https://www.besoccer.com/match/palamos-cf/sd-Compostela/1992796,1992,4,segunda_division
CD Castellón,UE Figueres,1-3,https://www.besoccer.com/match/cd-castellon/figueres/1992797,1992,4,segunda_division
Sabadell,Rayo Vallecano,1-2,https://www.besoccer.com/match/sabadell/rayo-vallecano/1992798,1992,4,segunda_division
Las Palmas,Real Murcia,1-1,https://www.besoccer.com/match/ud-palmas/real-murcia/1992799,1992,4,segunda_division
Celta,Palamós,3-0,https://www.besoccer.com/match/celta/palamos-cf/1992801,1992,5,segunda_division
Mérida CP,CD Málaga,3-0,https://www.besoccer.com/match/merida-cp/cd-malaga/1992802,1992,5,segunda_division
Racing,Real Avilés,1-0,https://www.besoccer.com/match/racing/real-aviles-ind/1992803,1992,5,segunda_division
Eibar,CD Castellón,1-0,https://www.besoccer.com/match/eibar/cd-castellon/1992804,1992,5,segunda_division
UE Figueres,Las Palmas,1-1,https://www.besoccer.com/match/figueres/ud-palmas/1992805,1992,5,segunda_division
Compostela,Sabadell,0-1,https://www.besoccer.com/match/sd-Compostela/sabadell/1992806,1992,5,segunda_division
Sestao Sport Club,Lleida,0-0,https://www.besoccer.com/match/sestao-sport-club/ue-lleida/1992807,1992,5,segunda_division
Real Murcia,Barcelona B,2-1,https://www.besoccer.com/match/real-murcia/barcelona-b/1992808,1992,5,segunda_division
Rayo Vallecano,Bilbao Ath.,1-0,https://www.besoccer.com/match/rayo-vallecano/athletic-bilbao-b/1992809,1992,5,segunda_division
RM Castilla,Real Betis,3-1,https://www.besoccer.com/match/rm-castilla/betis/1992810,1992,5,segunda_division
Real Avilés,RM Castilla,3-0,https://www.besoccer.com/match/real-aviles-ind/rm-castilla/1992811,1992,6,segunda_division
Bilbao Ath.,Compostela,0-0,https://www.besoccer.com/match/athletic-bilbao-b/sd-Compostela/1992812,1992,6,segunda_division
Real Betis,Rayo Vallecano,4-2,https://www.besoccer.com/match/betis/rayo-vallecano/1992813,1992,6,segunda_division
Lleida,Mérida CP,2-2,https://www.besoccer.com/match/ue-lleida/merida-cp/1992814,1992,6,segunda_division
Palamós,Real Murcia,2-2,https://www.besoccer.com/match/palamos-cf/real-murcia/1992815,1992,6,segunda_division
CD Castellón,Sestao Sport Club,2-0,https://www.besoccer.com/match/cd-castellon/sestao-sport-club/1992816,1992,6,segunda_division
Sabadell,Celta,0-1,https://www.besoccer.com/match/sabadell/celta/1992817,1992,6,segunda_division
Las Palmas,Eibar,0-1,https://www.besoccer.com/match/ud-palmas/eibar/1992818,1992,6,segunda_division
CD Málaga,Racing,2-1,https://www.besoccer.com/match/cd-malaga/racing/1992819,1992,6,segunda_division
Barcelona B,UE Figueres,0-0,https://www.besoccer.com/match/barcelona-b/figueres/1992820,1992,6,segunda_division
CD Málaga,Lleida,0-1,https://www.besoccer.com/match/cd-malaga/ue-lleida/1992821,1992,7,segunda_division
Racing,RM Castilla,2-0,https://www.besoccer.com/match/racing/rm-castilla/1992822,1992,7,segunda_division
Eibar,Barcelona B,2-1,https://www.besoccer.com/match/eibar/barcelona-b/1992823,1992,7,segunda_division
UE Figueres,Palamós,2-0,https://www.besoccer.com/match/figueres/palamos-cf/1992824,1992,7,segunda_division
Compostela,Real Betis,0-0,https://www.besoccer.com/match/sd-Compostela/betis/1992825,1992,7,segunda_division
Sestao Sport Club,Las Palmas,2-0,https://www.besoccer.com/match/sestao-sport-club/ud-palmas/1992826,1992,7,segunda_division
Real Murcia,Sabadell,0-1,https://www.besoccer.com/match/real-murcia/sabadell/1992827,1992,7,segunda_division
Rayo Vallecano,Real Avilés,2-0,https://www.besoccer.com/match/rayo-vallecano/real-aviles-ind/1992828,1992,7,segunda_division
Celta,Bilbao Ath.,1-0,https://www.besoccer.com/match/celta/athletic-bilbao-b/1992829,1992,7,segunda_division
Mérida CP,CD Castellón,1-1,https://www.besoccer.com/match/merida-cp/cd-castellon/1992830,1992,7,segunda_division
Real Avilés,Compostela,0-0,https://www.besoccer.com/match/real-aviles-ind/sd-Compostela/1992831,1992,8,segunda_division
Barcelona B,Sestao Sport Club,2-1,https://www.besoccer.com/match/barcelona-b/sestao-sport-club/1992832,1992,8,segunda_division
Bilbao Ath.,Real Murcia,0-1,https://www.besoccer.com/match/athletic-bilbao-b/real-murcia/1992833,1992,8,segunda_division
Real Betis,Celta,1-0,https://www.besoccer.com/match/betis/celta/1992834,1992,8,segunda_division
Lleida,Racing,0-1,https://www.besoccer.com/match/ue-lleida/racing/1992835,1992,8,segunda_division
Palamós,Eibar,3-0,https://www.besoccer.com/match/palamos-cf/eibar/1992836,1992,8,segunda_division
CD Castellón,CD Málaga,1-1,https://www.besoccer.com/match/cd-castellon/cd-malaga/1992837,1992,8,segunda_division
Sabadell,UE Figueres,0-2,https://www.besoccer.com/match/sabadell/figueres/1992838,1992,8,segunda_division
Las Palmas,Mérida CP,0-2,https://www.besoccer.com/match/ud-palmas/merida-cp/1992839,1992,8,segunda_division
RM Castilla,Rayo Vallecano,3-1,https://www.besoccer.com/match/rm-castilla/rayo-vallecano/1992840,1992,8,segunda_division
CD Málaga,Las Palmas,2-1,https://www.besoccer.com/match/cd-malaga/ud-palmas/1992841,1992,9,segunda_division
Racing,Rayo Vallecano,0-0,https://www.besoccer.com/match/racing/rayo-vallecano/1992842,1992,9,segunda_division
Eibar,Sabadell,0-0,https://www.besoccer.com/match/eibar/sabadell/1992843,1992,9,segunda_division
UE Figueres,Bilbao Ath.,3-2,https://www.besoccer.com/match/figueres/athletic-bilbao-b/1992844,1992,9,segunda_division
Lleida,CD Castellón,4-1,https://www.besoccer.com/match/ue-lleida/cd-castellon/1992845,1992,9,segunda_division
Compostela,RM Castilla,2-0,https://www.besoccer.com/match/sd-Compostela/rm-castilla/1992846,1992,9,segunda_division
Sestao Sport Club,Palamós,1-2,https://www.besoccer.com/match/sestao-sport-club/palamos-cf/1992847,1992,9,segunda_division
Real Murcia,Real Betis,1-0,https://www.besoccer.com/match/real-murcia/betis/1992848,1992,9,segunda_division
Celta,Real Avilés,2-0,https://www.besoccer.com/match/celta/real-aviles-ind/1992849,1992,9,segunda_division
Mérida CP,Barcelona B,3-2,https://www.besoccer.com/match/merida-cp/barcelona-b/1992850,1992,9,segunda_division
RM Castilla,Celta,0-1,https://www.besoccer.com/match/rm-castilla/celta/1992860,1992,10,segunda_division
Real Avilés,Real Murcia,3-2,https://www.besoccer.com/match/real-aviles-ind/real-murcia/1992851,1992,10,segunda_division
Barcelona B,CD Málaga,2-0,https://www.besoccer.com/match/barcelona-b/cd-malaga/1992852,1992,10,segunda_division
Bilbao Ath.,Eibar,1-0,https://www.besoccer.com/match/athletic-bilbao-b/eibar/1992853,1992,10,segunda_division
Real Betis,UE Figueres,3-0,https://www.besoccer.com/match/betis/figueres/1992854,1992,10,segunda_division
Palamós,Mérida CP,3-2,https://www.besoccer.com/match/palamos-cf/merida-cp/1992855,1992,10,segunda_division
CD Castellón,Racing,2-0,https://www.besoccer.com/match/cd-castellon/racing/1992856,1992,10,segunda_division
Sabadell,Sestao Sport Club,1-1,https://www.besoccer.com/match/sabadell/sestao-sport-club/1992857,1992,10,segunda_division
Rayo Vallecano,Compostela,1-0,https://www.besoccer.com/match/rayo-vallecano/sd-Compostela/1992858,1992,10,segunda_division
Las Palmas,Lleida,1-2,https://www.besoccer.com/match/ud-palmas/ue-lleida/1992859,1992,10,segunda_division
Celta,Rayo Vallecano,1-0,https://www.besoccer.com/match/celta/rayo-vallecano/1992869,1992,11,segunda_division
UE Figueres,Real Avilés,1-0,https://www.besoccer.com/match/figueres/real-aviles-ind/1992861,1992,11,segunda_division
Lleida,Barcelona B,1-1,https://www.besoccer.com/match/ue-lleida/barcelona-b/1992862,1992,11,segunda_division
Eibar,Real Betis,0-0,https://www.besoccer.com/match/eibar/betis/1992863,1992,11,segunda_division
CD Málaga,Palamós,1-1,https://www.besoccer.com/match/cd-malaga/palamos-cf/1992864,1992,11,segunda_division
CD Castellón,Las Palmas,0-0,https://www.besoccer.com/match/cd-castellon/ud-palmas/1992865,1992,11,segunda_division
Mérida CP,Sabadell,0-1,https://www.besoccer.com/match/merida-cp/sabadell/1992866,1992,11,segunda_division
Real Murcia,RM Castilla,0-1,https://www.besoccer.com/match/real-murcia/rm-castilla/1992867,1992,11,segunda_division
Racing,Compostela,0-2,https://www.besoccer.com/match/racing/sd-Compostela/1992868,1992,11,segunda_division
Sestao Sport Club,Bilbao Ath.,0-1,https://www.besoccer.com/match/sestao-sport-club/athletic-bilbao-b/1992870,1992,11,segunda_division
Compostela,Celta,2-0,https://www.besoccer.com/match/sd-Compostela/celta/1992878,1992,12,segunda_division
Palamós,Lleida,1-0,https://www.besoccer.com/match/palamos-cf/ue-lleida/1992871,1992,12,segunda_division
Bilbao Ath.,Mérida CP,1-2,https://www.besoccer.com/match/athletic-bilbao-b/merida-cp/1992872,1992,12,segunda_division
