Home_Team,Away_Team,Result,Link,Season,Round,League
Beira Mar SC,Boavista,2-4,https://www.besoccer.com/match/beira-mar/boavista/200119095,2001,1,primeira_liga
Porto,Benfica,2-0,https://www.besoccer.com/match/fc-porto/benfica/200119096,2001,1,primeira_liga
Sporting Braga,Vitória Guimarães,1-0,https://www.besoccer.com/match/sporting-braga/vitoria-guimaraes/200119097,2001,1,primeira_liga
União de Leiria,Estrela Amadora,2-0,https://www.besoccer.com/match/uniao-leiria/estrela-amadora/200119098,2001,1,primeira_liga
Sporting CP,Farense,1-0,https://www.besoccer.com/match/sporting-lisbon/farense/200119099,2001,1,primeira_liga
SC Salgueiros,Paços de Ferreira,1-0,https://www.besoccer.com/match/salgueiros/pacos-ferreira/200119100,2001,1,primeira_liga
Gil Vicente,Campomaiorense,1-1,https://www.besoccer.com/match/gil-vicente/campomaiorense/200119101,2001,1,primeira_liga
Desportivo Aves,Belenenses,0-1,https://www.besoccer.com/match/desportivo-aves/belenenses/200119102,2001,1,primeira_liga
Alverca,Marítimo,0-0,https://www.besoccer.com/match/alverca/maritimo/200119103,2001,1,primeira_liga
Estrela Amadora,Sporting Braga,0-1,https://www.besoccer.com/match/estrela-amadora/sporting-braga/200119104,2001,2,primeira_liga
Campomaiorense,SC Salgueiros,2-3,https://www.besoccer.com/match/campomaiorense/salgueiros/200119105,2001,2,primeira_liga
Vitória Guimarães,Sporting CP,1-4,https://www.besoccer.com/match/vitoria-guimaraes/sporting-lisbon/200119106,2001,2,primeira_liga
Paços de Ferreira,Desportivo Aves,2-0,https://www.besoccer.com/match/pacos-ferreira/desportivo-aves/200119107,2001,2,primeira_liga
Farense,Alverca,2-0,https://www.besoccer.com/match/farense/alverca/200119108,2001,2,primeira_liga
Benfica,Beira Mar SC,4-1,https://www.besoccer.com/match/benfica/beira-mar/200119109,2001,2,primeira_liga
Belenenses,Porto,2-0,https://www.besoccer.com/match/belenenses/fc-porto/200119110,2001,2,primeira_liga
Boavista,União de Leiria,4-0,https://www.besoccer.com/match/boavista/uniao-leiria/200119111,2001,2,primeira_liga
Marítimo,Gil Vicente,1-0,https://www.besoccer.com/match/maritimo/gil-vicente/200119112,2001,2,primeira_liga
Sporting Braga,Sporting CP,3-2,https://www.besoccer.com/match/sporting-braga/sporting-lisbon/200119113,2001,3,primeira_liga
União de Leiria,Benfica,1-1,https://www.besoccer.com/match/uniao-leiria/benfica/200119114,2001,3,primeira_liga
