Home_Team,Away_Team,Result,Link,Season,Round,League
Sporting Braga,Portimonense,3-1,https://www.besoccer.com/match/sporting-braga/portimonense/201115544,2011,1,primeira_liga
Marítimo,Vitória Setúbal,0-1,https://www.besoccer.com/match/maritimo/vitoria-setubal/201115543,2011,1,primeira_liga
Naval,Porto,0-1,https://www.besoccer.com/match/naval/fc-porto/201115546,2011,1,primeira_liga
Paços de Ferreira,Sporting CP,1-0,https://www.besoccer.com/match/pacos-ferreira/sporting-lisbon/201115545,2011,1,primeira_liga
Rio Ave,Nacional,0-1,https://www.besoccer.com/match/rio-ave/nacional/201115542,2011,1,primeira_liga
Beira Mar SC,União de Leiria,0-0,https://www.besoccer.com/match/beira-mar/uniao-leiria/201115547,2011,1,primeira_liga
Benfica,Académica,1-2,https://www.besoccer.com/match/benfica/academica/201115549,2011,1,primeira_liga
Olhanense,Vitória Guimarães,0-0,https://www.besoccer.com/match/sc-olhanense/vitoria-guimaraes/201115548,2011,1,primeira_liga
Académica,Olhanense,1-1,https://www.besoccer.com/match/academica/sc-olhanense/201115554,2011,2,primeira_liga
Vitória Setúbal,Sporting Braga,0-0,https://www.besoccer.com/match/vitoria-setubal/sporting-braga/201115550,2011,2,primeira_liga
Nacional,Benfica,2-1,https://www.besoccer.com/match/nacional/benfica/201115551,2011,2,primeira_liga
Portimonense,Naval,0-1,https://www.besoccer.com/match/portimonense/naval/201115556,2011,2,primeira_liga
União de Leiria,Paços de Ferreira,0-0,https://www.besoccer.com/match/uniao-leiria/pacos-ferreira/201115553,2011,2,primeira_liga
Sporting CP,Marítimo,1-0,https://www.besoccer.com/match/sporting-lisbon/maritimo/201115557,2011,2,primeira_liga
Porto,Beira Mar SC,3-0,https://www.besoccer.com/match/fc-porto/beira-mar/201115555,2011,2,primeira_liga
Vitória Guimarães,Rio Ave,0-0,https://www.besoccer.com/match/vitoria-guimaraes/rio-ave/201115552,2011,2,primeira_liga
Nacional,Vitória Guimarães,1-3,https://www.besoccer.com/match/nacional/vitoria-guimaraes/201115559,2011,3,primeira_liga
Benfica,Vitória Setúbal,3-0,https://www.besoccer.com/match/benfica/vitoria-setubal/201115565,2011,3,primeira_liga
Paços de Ferreira,Portimonense,2-2,https://www.besoccer.com/match/pacos-ferreira/portimonense/201115561,2011,3,primeira_liga
Beira Mar SC,Académica,2-1,https://www.besoccer.com/match/beira-mar/academica/201115563,2011,3,primeira_liga
Sporting Braga,Marítimo,1-0,https://www.besoccer.com/match/sporting-braga/maritimo/201115560,2011,3,primeira_liga
Olhanense,União de Leiria,1-0,https://www.besoccer.com/match/sc-olhanense/uniao-leiria/201115564,2011,3,primeira_liga
Rio Ave,Porto,0-2,https://www.besoccer.com/match/rio-ave/fc-porto/201115558,2011,3,primeira_liga
Naval,Sporting CP,1-3,https://www.besoccer.com/match/naval/sporting-lisbon/201115562,2011,3,primeira_liga
Vitória Guimarães,Benfica,2-1,https://www.besoccer.com/match/vitoria-guimaraes/benfica/201115568,2011,4,primeira_liga
Sporting CP,Olhanense,0-0,https://www.besoccer.com/match/sporting-lisbon/sc-olhanense/201115573,2011,4,primeira_liga
Porto,Sporting Braga,3-2,https://www.besoccer.com/match/fc-porto/sporting-braga/201115571,2011,4,primeira_liga
Marítimo,Paços de Ferreira,1-1,https://www.besoccer.com/match/maritimo/pacos-ferreira/201115567,2011,4,primeira_liga
Portimonense,Rio Ave,3-1,https://www.besoccer.com/match/portimonense/rio-ave/201115572,2011,4,primeira_liga
União de Leiria,Nacional,2-1,https://www.besoccer.com/match/uniao-leiria/nacional/201115569,2011,4,primeira_liga
Académica,Naval,3-0,https://www.besoccer.com/match/academica/naval/201115570,2011,4,primeira_liga
Vitória Setúbal,Beira Mar SC,0-0,https://www.besoccer.com/match/vitoria-setubal/beira-mar/201115566,2011,4,primeira_liga
Olhanense,Portimonense,2-0,https://www.besoccer.com/match/sc-olhanense/portimonense/201115580,2011,5,primeira_liga
Beira Mar SC,Marítimo,1-1,https://www.besoccer.com/match/beira-mar/maritimo/201115579,2011,5,primeira_liga
Vitória Guimarães,União de Leiria,1-0,https://www.besoccer.com/match/vitoria-guimaraes/uniao-leiria/201115576,2011,5,primeira_liga
Rio Ave,Académica,2-2,https://www.besoccer.com/match/rio-ave/academica/201115574,2011,5,primeira_liga
Naval,Vitória Setúbal,0-0,https://www.besoccer.com/match/naval/vitoria-setubal/201115578,2011,5,primeira_liga
Paços de Ferreira,Sporting Braga,2-2,https://www.besoccer.com/match/pacos-ferreira/sporting-braga/201115577,2011,5,primeira_liga
Benfica,Sporting CP,2-0,https://www.besoccer.com/match/benfica/sporting-lisbon/201115581,2011,5,primeira_liga
Nacional,Porto,0-2,https://www.besoccer.com/match/nacional/fc-porto/201115575,2011,5,primeira_liga
Sporting Braga,Naval,3-1,https://www.besoccer.com/match/sporting-braga/naval/201115584,2011,6,primeira_liga
Académica,Vitória Guimarães,3-1,https://www.besoccer.com/match/academica/vitoria-guimaraes/201115586,2011,6,primeira_liga
Marítimo,Benfica,0-1,https://www.besoccer.com/match/maritimo/benfica/201115583,2011,6,primeira_liga
Porto,Olhanense,2-0,https://www.besoccer.com/match/fc-porto/sc-olhanense/201115587,2011,6,primeira_liga
União de Leiria,Rio Ave,1-0,https://www.besoccer.com/match/uniao-leiria/rio-ave/201115585,2011,6,primeira_liga
Portimonense,Beira Mar SC,1-0,https://www.besoccer.com/match/portimonense/beira-mar/201115588,2011,6,primeira_liga
Sporting CP,Nacional,1-1,https://www.besoccer.com/match/sporting-lisbon/nacional/201115589,2011,6,primeira_liga
Vitória Setúbal,Paços de Ferreira,1-0,https://www.besoccer.com/match/vitoria-setubal/pacos-ferreira/201115582,2011,6,primeira_liga
União de Leiria,Académica,2-1,https://www.besoccer.com/match/uniao-leiria/academica/201115593,2011,7,primeira_liga
Olhanense,Vitória Setúbal,3-1,https://www.besoccer.com/match/sc-olhanense/vitoria-setubal/201115596,2011,7,primeira_liga
