Home_Team,Away_Team,Result,Link,Season,Round,League
Espanyol,Real Valladolid,1-0,https://www.besoccer.com/match/espanyol/valladolid/200921135,2009,1,primera_division
Valencia,Mallorca,3-0,https://www.besoccer.com/match/valencia-cf/mallorca/200921136,2009,1,primera_division
Real Betis,Recreativo,0-1,https://www.besoccer.com/match/betis/recreativo/200921137,2009,1,primera_division
Athletic,Almería,1-3,https://www.besoccer.com/match/athletic-bilbao/almeria/200921138,2009,1,primera_division
Osasuna,Villarreal,1-1,https://www.besoccer.com/match/osasuna/villarreal/200921139,2009,1,primera_division
Racing,Sevilla,1-1,https://www.besoccer.com/match/racing/sevilla/200921140,2009,1,primera_division
Real Sporting,Getafe,1-2,https://www.besoccer.com/match/sporting-gijon/getafe/200921141,2009,1,primera_division
Atlético,Málaga,4-0,https://www.besoccer.com/match/atletico-madrid/malaga/200921142,2009,1,primera_division
Numancia,Barcelona,1-0,https://www.besoccer.com/match/numancia/barcelona/200921143,2009,1,primera_division
Deportivo,Real Madrid,2-1,https://www.besoccer.com/match/deportivo/real-madrid/200921144,2009,1,primera_division
Barcelona,Racing,1-1,https://www.besoccer.com/match/barcelona/racing/200921149,2009,2,primera_division
Real Valladolid,Atlético,2-1,https://www.besoccer.com/match/valladolid/atletico-madrid/200921154,2009,2,primera_division
Sevilla,Real Sporting,4-3,https://www.besoccer.com/match/sevilla/sporting-gijon/200921153,2009,2,primera_division
Getafe,Real Betis,0-0,https://www.besoccer.com/match/getafe/betis/200921146,2009,2,primera_division
Málaga,Athletic,0-0,https://www.besoccer.com/match/malaga/athletic-bilbao/200921147,2009,2,primera_division
Mallorca,Osasuna,1-1,https://www.besoccer.com/match/mallorca/osasuna/200921148,2009,2,primera_division
Recreativo,Espanyol,0-1,https://www.besoccer.com/match/recreativo/espanyol/200921150,2009,2,primera_division
Villarreal,Deportivo,1-0,https://www.besoccer.com/match/villarreal/deportivo/200921152,2009,2,primera_division
Real Madrid,Numancia,4-3,https://www.besoccer.com/match/real-madrid/numancia/200921145,2009,2,primera_division
Almería,Valencia,2-2,https://www.besoccer.com/match/almeria/valencia-cf/200921151,2009,2,primera_division
Atlético,Recreativo,4-0,https://www.besoccer.com/match/atletico-madrid/recreativo/200921161,2009,3,primera_division
Espanyol,Getafe,1-1,https://www.besoccer.com/match/espanyol/getafe/200921157,2009,3,primera_division
Valencia,Osasuna,1-0,https://www.besoccer.com/match/valencia-cf/osasuna/200921155,2009,3,primera_division
Almería,Málaga,1-0,https://www.besoccer.com/match/almeria/malaga/200921158,2009,3,primera_division
Deportivo,Mallorca,0-0,https://www.besoccer.com/match/deportivo/mallorca/200921159,2009,3,primera_division
Numancia,Villarreal,1-2,https://www.besoccer.com/match/numancia/villarreal/200921162,2009,3,primera_division
Real Betis,Sevilla,0-0,https://www.besoccer.com/match/betis/sevilla/200921163,2009,3,primera_division
Athletic,Real Valladolid,2-0,https://www.besoccer.com/match/athletic-bilbao/valladolid/200921164,2009,3,primera_division
Racing,Real Madrid,0-2,https://www.besoccer.com/match/racing/real-madrid/200921156,2009,3,primera_division
Real Sporting,Barcelona,1-6,https://www.besoccer.com/match/sporting-gijon/barcelona/200921160,2009,3,primera_division
Barcelona,Real Betis,3-2,https://www.besoccer.com/match/barcelona/betis/200921165,2009,4,primera_division
Villarreal,Racing,2-0,https://www.besoccer.com/match/villarreal/racing/200921167,2009,4,primera_division
Osasuna,Deportivo,0-0,https://www.besoccer.com/match/osasuna/deportivo/200921170,2009,4,primera_division
Getafe,Atlético,1-2,https://www.besoccer.com/match/getafe/atletico-madrid/200921172,2009,4,primera_division
Sevilla,Espanyol,2-0,https://www.besoccer.com/match/sevilla/espanyol/200921168,2009,4,primera_division
Real Madrid,Real Sporting,7-1,https://www.besoccer.com/match/real-madrid/sporting-gijon/200921171,2009,4,primera_division
Recreativo,Athletic,1-1,https://www.besoccer.com/match/recreativo/athletic-bilbao/200921166,2009,4,primera_division
Real Valladolid,Almería,2-0,https://www.besoccer.com/match/valladolid/almeria/200921169,2009,4,primera_division
Málaga,Valencia,0-2,https://www.besoccer.com/match/malaga/valencia-cf/200921173,2009,4,primera_division
Mallorca,Numancia,2-0,https://www.besoccer.com/match/mallorca/numancia/200921174,2009,4,primera_division
Real Sporting,Villarreal,0-1,https://www.besoccer.com/match/sporting-gijon/villarreal/200921176,2009,5,primera_division
Real Betis,Real Madrid,1-2,https://www.besoccer.com/match/betis/real-madrid/200921180,2009,5,primera_division
Espanyol,Barcelona,1-2,https://www.besoccer.com/match/espanyol/barcelona/200921183,2009,5,primera_division
Málaga,Real Valladolid,2-1,https://www.besoccer.com/match/malaga/valladolid/200921178,2009,5,primera_division
Numancia,Osasuna,0-0,https://www.besoccer.com/match/numancia/osasuna/200921179,2009,5,primera_division
Athletic,Getafe,0-1,https://www.besoccer.com/match/athletic-bilbao/getafe/200921181,2009,5,primera_division
Racing,Mallorca,1-2,https://www.besoccer.com/match/racing/mallorca/200921182,2009,5,primera_division
Almería,Recreativo,1-0,https://www.besoccer.com/match/almeria/recreativo/200921184,2009,5,primera_division
Valencia,Deportivo,4-2,https://www.besoccer.com/match/valencia-cf/deportivo/200921175,2009,5,primera_division
Atlético,Sevilla,0-1,https://www.besoccer.com/match/atletico-madrid/sevilla/200921177,2009,5,primera_division
Villarreal,Real Betis,2-1,https://www.besoccer.com/match/villarreal/betis/200921192,2009,6,primera_division
Barcelona,Atlético,6-1,https://www.besoccer.com/match/barcelona/atletico-madrid/200921189,2009,6,primera_division
Osasuna,Racing,0-1,https://www.besoccer.com/match/osasuna/racing/200921185,2009,6,primera_division
