Home_Team,Away_Team,Result,Link,Season,Round,League
Leganés,Alavés,1-0,https://www.besoccer.com/match/leganes/alaves/2018494771,2018,1,primera_division
Valencia,Las Palmas,1-0,https://www.besoccer.com/match/valencia-cf/ud-palmas/2018494768,2018,1,primera_division
Celta,R. Sociedad,2-3,https://www.besoccer.com/match/celta/real-sociedad/2018494767,2018,1,primera_division
Girona,Atlético,2-2,https://www.besoccer.com/match/girona-fc/atletico-madrid/2018494773,2018,1,primera_division
Sevilla,Espanyol,1-1,https://www.besoccer.com/match/sevilla/espanyol/2018494765,2018,1,primera_division
Athletic,Getafe,0-0,https://www.besoccer.com/match/athletic-bilbao/getafe/2018494774,2018,1,primera_division
Barcelona,Real Betis,2-0,https://www.besoccer.com/match/barcelona/betis/2018494769,2018,1,primera_division
Deportivo,Real Madrid,0-3,https://www.besoccer.com/match/deportivo/real-madrid/2018494770,2018,1,primera_division
Levante,Villarreal,1-0,https://www.besoccer.com/match/levante/villarreal/2018494772,2018,1,primera_division
Málaga,Eibar,0-1,https://www.besoccer.com/match/malaga/eibar/2018494766,2018,1,primera_division
R. Sociedad,Villarreal,3-0,https://www.besoccer.com/match/real-sociedad/villarreal/2018494840,2018,2,primera_division
Real Betis,Celta,2-1,https://www.besoccer.com/match/betis/celta/2018494843,2018,2,primera_division
Alavés,Barcelona,0-2,https://www.besoccer.com/match/alaves/barcelona/2018494846,2018,2,primera_division
Levante,Deportivo,2-2,https://www.besoccer.com/match/levante/deportivo/2018494836,2018,2,primera_division
Girona,Málaga,1-0,https://www.besoccer.com/match/girona-fc/malaga/2018494861,2018,2,primera_division
Las Palmas,Atlético,1-5,https://www.besoccer.com/match/ud-palmas/atletico-madrid/2018494865,2018,2,primera_division
Espanyol,Leganés,0-1,https://www.besoccer.com/match/espanyol/leganes/2018494850,2018,2,primera_division
Eibar,Athletic,0-1,https://www.besoccer.com/match/eibar/athletic-bilbao/2018494857,2018,2,primera_division
Getafe,Sevilla,0-1,https://www.besoccer.com/match/getafe/sevilla/2018494853,2018,2,primera_division
Real Madrid,Valencia,2-2,https://www.besoccer.com/match/real-madrid/valencia-cf/2018494819,2018,2,primera_division
Leganés,Getafe,1-2,https://www.besoccer.com/match/leganes/getafe/2018494894,2018,3,primera_division
Real Madrid,Levante,1-1,https://www.besoccer.com/match/real-madrid/levante/2018494880,2018,3,primera_division
Valencia,Atlético,0-0,https://www.besoccer.com/match/valencia-cf/atletico-madrid/2018494907,2018,3,primera_division
Sevilla,Eibar,3-0,https://www.besoccer.com/match/sevilla/eibar/2018494897,2018,3,primera_division
Barcelona,Espanyol,5-0,https://www.besoccer.com/match/barcelona/espanyol/2018494893,2018,3,primera_division
Deportivo,R. Sociedad,2-4,https://www.besoccer.com/match/deportivo/real-sociedad/2018494884,2018,3,primera_division
Athletic,Girona,2-0,https://www.besoccer.com/match/athletic-bilbao/girona-fc/2018494899,2018,3,primera_division
Celta,Alavés,1-0,https://www.besoccer.com/match/celta/alaves/2018494890,2018,3,primera_division
Villarreal,Real Betis,3-1,https://www.besoccer.com/match/villarreal/betis/2018494888,2018,3,primera_division
Málaga,Las Palmas,1-3,https://www.besoccer.com/match/malaga/ud-palmas/2018494902,2018,3,primera_division
Eibar,Leganés,1-0,https://www.besoccer.com/match/eibar/leganes/2018494941,2018,4,primera_division
Levante,Valencia,1-1,https://www.besoccer.com/match/levante/valencia-cf/2018494918,2018,4,primera_division
Getafe,Barcelona,1-2,https://www.besoccer.com/match/getafe/barcelona/2018494937,2018,4,primera_division
Real Betis,Deportivo,2-1,https://www.besoccer.com/match/betis/deportivo/2018494927,2018,4,primera_division
Atlético,Málaga,1-0,https://www.besoccer.com/match/atletico-madrid/malaga/2018494948,2018,4,primera_division
Alavés,Villarreal,0-3,https://www.besoccer.com/match/alaves/villarreal/2018494930,2018,4,primera_division
Girona,Sevilla,0-1,https://www.besoccer.com/match/girona-fc/sevilla/2018494942,2018,4,primera_division
Las Palmas,Athletic,1-0,https://www.besoccer.com/match/ud-palmas/athletic-bilbao/2018494944,2018,4,primera_division
R. Sociedad,Real Madrid,1-3,https://www.besoccer.com/match/real-sociedad/real-madrid/2018494923,2018,4,primera_division
Espanyol,Celta,2-1,https://www.besoccer.com/match/espanyol/celta/2018494933,2018,4,primera_division
Valencia,Málaga,5-0,https://www.besoccer.com/match/valencia-cf/malaga/2018494844,2018,5,primera_division
Barcelona,Eibar,6-1,https://www.besoccer.com/match/barcelona/eibar/2018494829,2018,5,primera_division
Leganés,Girona,0-0,https://www.besoccer.com/match/leganes/girona-fc/2018494831,2018,5,primera_division
Athletic,Atlético,1-2,https://www.besoccer.com/match/athletic-bilbao/atletico-madrid/2018494839,2018,5,primera_division
Deportivo,Alavés,1-0,https://www.besoccer.com/match/deportivo/alaves/2018494820,2018,5,primera_division
Real Madrid,Real Betis,0-1,https://www.besoccer.com/match/real-madrid/betis/2018494817,2018,5,primera_division
Sevilla,Las Palmas,1-0,https://www.besoccer.com/match/sevilla/ud-palmas/2018494833,2018,5,primera_division
Villarreal,Espanyol,0-0,https://www.besoccer.com/match/villarreal/espanyol/2018494823,2018,5,primera_division
Celta,Getafe,1-1,https://www.besoccer.com/match/celta/getafe/2018494826,2018,5,primera_division
Levante,R. Sociedad,3-0,https://www.besoccer.com/match/levante/real-sociedad/2018494806,2018,5,primera_division
Atlético,Sevilla,2-0,https://www.besoccer.com/match/atletico-madrid/sevilla/2018494886,2018,6,primera_division
Alavés,Real Madrid,1-2,https://www.besoccer.com/match/alaves/real-madrid/2018494859,2018,6,primera_division
Málaga,Athletic,3-3,https://www.besoccer.com/match/malaga/athletic-bilbao/2018494889,2018,6,primera_division
Girona,Barcelona,0-3,https://www.besoccer.com/match/girona-fc/barcelona/2018494878,2018,6,primera_division
Espanyol,Deportivo,4-1,https://www.besoccer.com/match/espanyol/deportivo/2018494867,2018,6,primera_division
Getafe,Villarreal,4-0,https://www.besoccer.com/match/getafe/villarreal/2018494870,2018,6,primera_division
Eibar,Celta,0-4,https://www.besoccer.com/match/eibar/celta/2018494874,2018,6,primera_division
Las Palmas,Leganés,0-2,https://www.besoccer.com/match/ud-palmas/leganes/2018494882,2018,6,primera_division
R. Sociedad,Valencia,2-3,https://www.besoccer.com/match/real-sociedad/valencia-cf/2018494855,2018,6,primera_division
Real Betis,Levante,4-0,https://www.besoccer.com/match/betis/levante/2018494811,2018,6,primera_division
Celta,Girona,3-3,https://www.besoccer.com/match/celta/girona-fc/2018494940,2018,7,primera_division
Deportivo,Getafe,2-1,https://www.besoccer.com/match/deportivo/getafe/2018494919,2018,7,primera_division
Sevilla,Málaga,2-0,https://www.besoccer.com/match/sevilla/malaga/2018494934,2018,7,primera_division
Levante,Alavés,0-2,https://www.besoccer.com/match/levante/alaves/2018494812,2018,7,primera_division
Leganés,Atlético,0-0,https://www.besoccer.com/match/leganes/atletico-madrid/2018494932,2018,7,primera_division
R. Sociedad,Real Betis,4-4,https://www.besoccer.com/match/real-sociedad/betis/2018494904,2018,7,primera_division
Barcelona,Las Palmas,3-0,https://www.besoccer.com/match/barcelona/ud-palmas/2018494929,2018,7,primera_division
Villarreal,Eibar,3-0,https://www.besoccer.com/match/villarreal/eibar/2018494922,2018,7,primera_division
Valencia,Athletic,3-2,https://www.besoccer.com/match/valencia-cf/athletic-bilbao/2018494936,2018,7,primera_division
Real Madrid,Espanyol,2-0,https://www.besoccer.com/match/real-madrid/espanyol/2018494913,2018,7,primera_division
Espanyol,Levante,0-0,https://www.besoccer.com/match/espanyol/levante/2018494808,2018,8,primera_division
Athletic,Sevilla,1-0,https://www.besoccer.com/match/athletic-bilbao/sevilla/2018494885,2018,8,primera_division
Getafe,Real Madrid,1-2,https://www.besoccer.com/match/getafe/real-madrid/2018494835,2018,8,primera_division
Alavés,R. Sociedad,0-2,https://www.besoccer.com/match/alaves/real-sociedad/2018494828,2018,8,primera_division
Atlético,Barcelona,1-1,https://www.besoccer.com/match/atletico-madrid/barcelona/2018494872,2018,8,primera_division
Eibar,Deportivo,0-0,https://www.besoccer.com/match/eibar/deportivo/2018494841,2018,8,primera_division
Girona,Villarreal,1-2,https://www.besoccer.com/match/girona-fc/villarreal/2018494851,2018,8,primera_division
Málaga,Leganés,0-2,https://www.besoccer.com/match/malaga/leganes/2018494877,2018,8,primera_division
Real Betis,Valencia,3-6,https://www.besoccer.com/match/betis/valencia-cf/2018494822,2018,8,primera_division
Las Palmas,Celta,2-5,https://www.besoccer.com/match/ud-palmas/celta/2018494863,2018,8,primera_division
Levante,Getafe,1-1,https://www.besoccer.com/match/levante/getafe/2018494814,2018,9,primera_division
Real Betis,Alavés,2-0,https://www.besoccer.com/match/betis/alaves/2018494903,2018,9,primera_division
Valencia,Sevilla,4-0,https://www.besoccer.com/match/valencia-cf/sevilla/2018494969,2018,9,primera_division
Barcelona,Málaga,2-0,https://www.besoccer.com/match/barcelona/malaga/2018494955,2018,9,primera_division
Villarreal,Las Palmas,4-0,https://www.besoccer.com/match/villarreal/ud-palmas/2018494939,2018,9,primera_division
Celta,Atlético,0-1,https://www.besoccer.com/match/celta/atletico-madrid/2018494946,2018,9,primera_division
Leganés,Athletic,1-0,https://www.besoccer.com/match/leganes/athletic-bilbao/2018494962,2018,9,primera_division
Real Madrid,Eibar,3-0,https://www.besoccer.com/match/real-madrid/eibar/2018494917,2018,9,primera_division
R. Sociedad,Espanyol,1-1,https://www.besoccer.com/match/real-sociedad/espanyol/2018494911,2018,9,primera_division
Deportivo,Girona,1-2,https://www.besoccer.com/match/deportivo/girona-fc/2018494926,2018,9,primera_division
Alavés,Valencia,1-2,https://www.besoccer.com/match/alaves/valencia-cf/2018494952,2018,10,primera_division
Atlético,Villarreal,1-1,https://www.besoccer.com/match/atletico-madrid/villarreal/2018494973,2018,10,primera_division
Athletic,Barcelona,0-2,https://www.besoccer.com/match/athletic-bilbao/barcelona/2018494975,2018,10,primera_division
Sevilla,Leganés,2-1,https://www.besoccer.com/match/sevilla/leganes/2018494976,2018,10,primera_division
Getafe,R. Sociedad,2-1,https://www.besoccer.com/match/getafe/real-sociedad/2018494964,2018,10,primera_division
Girona,Real Madrid,2-1,https://www.besoccer.com/match/girona-fc/real-madrid/2018494968,2018,10,primera_division
Eibar,Levante,2-2,https://www.besoccer.com/match/eibar/levante/2018494815,2018,10,primera_division
Málaga,Celta,2-1,https://www.besoccer.com/match/malaga/celta/2018494974,2018,10,primera_division
Espanyol,Real Betis,1-0,https://www.besoccer.com/match/espanyol/betis/2018494958,2018,10,primera_division
Las Palmas,Deportivo,1-3,https://www.besoccer.com/match/ud-palmas/deportivo/2018494972,2018,10,primera_division
Real Betis,Getafe,2-2,https://www.besoccer.com/match/betis/getafe/2018494832,2018,11,primera_division
Valencia,Leganés,3-0,https://www.besoccer.com/match/valencia-cf/leganes/2018494873,2018,11,primera_division
Deportivo,Atlético,0-1,https://www.besoccer.com/match/deportivo/atletico-madrid/2018494854,2018,11,primera_division
Alavés,Espanyol,1-0,https://www.besoccer.com/match/alaves/espanyol/2018494825,2018,11,primera_division
Barcelona,Sevilla,2-1,https://www.besoccer.com/match/barcelona/sevilla/2018494869,2018,11,primera_division
Levante,Girona,1-2,https://www.besoccer.com/match/levante/girona-fc/2018494845,2018,11,primera_division
Celta,Athletic,3-1,https://www.besoccer.com/match/celta/athletic-bilbao/2018494866,2018,11,primera_division
R. Sociedad,Eibar,3-1,https://www.besoccer.com/match/real-sociedad/eibar/2018494837,2018,11,primera_division
Villarreal,Málaga,2-0,https://www.besoccer.com/match/villarreal/malaga/2018494860,2018,11,primera_division
Real Madrid,Las Palmas,3-0,https://www.besoccer.com/match/real-madrid/ud-palmas/2018494847,2018,11,primera_division
Girona,R. Sociedad,1-1,https://www.besoccer.com/match/girona-fc/real-sociedad/2018494901,2018,12,primera_division
Getafe,Alavés,4-1,https://www.besoccer.com/match/getafe/alaves/2018494896,2018,12,primera_division
Leganés,Barcelona,0-3,https://www.besoccer.com/match/leganes/barcelona/2018494928,2018,12,primera_division
Sevilla,Celta,2-1,https://www.besoccer.com/match/sevilla/celta/2018494921,2018,12,primera_division
Atlético,Real Madrid,0-0,https://www.besoccer.com/match/atletico-madrid/real-madrid/2018494799,2018,12,primera_division
Málaga,Deportivo,3-2,https://www.besoccer.com/match/malaga/deportivo/2018494912,2018,12,primera_division
Espanyol,Valencia,0-2,https://www.besoccer.com/match/espanyol/valencia-cf/2018494892,2018,12,primera_division
Las Palmas,Levante,0-2,https://www.besoccer.com/match/ud-palmas/levante/2018494906,2018,12,primera_division
Athletic,Villarreal,1-1,https://www.besoccer.com/match/athletic-bilbao/villarreal/2018494916,2018,12,primera_division
