Home_Team,Away_Team,Result,Link,Season,Round,League
Parma,Cremonese,1-0,https://www.besoccer.com/match/parma-fc/us-cremonese/2018539560,2018,1,serie_b
Avellino,Brescia,2-1,https://www.besoccer.com/match/us-avellino/brescia/2018539555,2018,1,serie_b
Carpi,Novara,1-0,https://www.besoccer.com/match/carpi/novara-calcio/2018539557,2018,1,serie_b
Cittadella,Ascoli,3-2,https://www.besoccer.com/match/as-cittadella/ascoli/2018539558,2018,1,serie_b
Palermo FC,Spezia,2-0,https://www.besoccer.com/match/palermo/asd-spezia/2018539559,2018,1,serie_b
Pro Vercelli,Frosinone,0-2,https://www.besoccer.com/match/us-pro-vercelli-calcio/frosinone-calcio/2018539562,2018,1,serie_b
Ternana Calcio,Empoli,1-1,https://www.besoccer.com/match/ternana-calcio/empoli-fc/2018539563,2018,1,serie_b
Virtus Entella,Perugia,1-5,https://www.besoccer.com/match/virtus-entella/perugia/2018539564,2018,1,serie_b
Venezia,Salernitana,0-0,https://www.besoccer.com/match/venezia/salernitana-calcio-1919/2018539565,2018,1,serie_b
Pescara,Calcio Foggia,5-1,https://www.besoccer.com/match/pescara-calcio/us-foggia/2018539561,2018,1,serie_b
SSC Bari,Cesena,3-0,https://www.besoccer.com/match/as-bari/ac-cesena/2018539556,2018,1,serie_b
Brescia,Palermo FC,0-0,https://www.besoccer.com/match/brescia/palermo/2018539567,2018,2,serie_b
Empoli,SSC Bari,3-2,https://www.besoccer.com/match/empoli-fc/as-bari/2018539570,2018,2,serie_b
Ascoli,Pro Vercelli,1-0,https://www.besoccer.com/match/ascoli/us-pro-vercelli-calcio/2018539566,2018,2,serie_b
Cesena,Venezia,0-0,https://www.besoccer.com/match/ac-cesena/venezia/2018539568,2018,2,serie_b
Cremonese,Avellino,3-1,https://www.besoccer.com/match/us-cremonese/us-avellino/2018539569,2018,2,serie_b
Calcio Foggia,Virtus Entella,1-1,https://www.besoccer.com/match/us-foggia/virtus-entella/2018539571,2018,2,serie_b
Frosinone,Cittadella,2-1,https://www.besoccer.com/match/frosinone-calcio/as-cittadella/2018539572,2018,2,serie_b
Novara,Parma,0-1,https://www.besoccer.com/match/novara-calcio/parma-fc/2018539573,2018,2,serie_b
Perugia,Pescara,4-2,https://www.besoccer.com/match/perugia/pescara-calcio/2018539574,2018,2,serie_b
Spezia,Carpi,0-1,https://www.besoccer.com/match/asd-spezia/carpi/2018539576,2018,2,serie_b
Salernitana,Ternana Calcio,3-3,https://www.besoccer.com/match/salernitana-calcio-1919/ternana-calcio/2018539575,2018,2,serie_b
Pescara,Frosinone,3-3,https://www.besoccer.com/match/pescara-calcio/frosinone-calcio/2018539584,2018,3,serie_b
Ascoli,Novara,1-2,https://www.besoccer.com/match/ascoli/novara-calcio/2018539577,2018,3,serie_b
Avellino,Calcio Foggia,5-1,https://www.besoccer.com/match/us-avellino/us-foggia/2018539578,2018,3,serie_b
