Home_Team,Away_Team,Result,Link,Season,Round,League
Kaiserslautern,Hannover 96,0-4,https://www.besoccer.com/match/kaiserslautern/hannover-96/201757063,2017,1,2_liga
VfL Bochum,Union Berlin,2-1,https://www.besoccer.com/match/bochum/1-fc-union-berlin/201757064,2017,1,2_liga
Sandhausen,Fortuna Düsseldorf,2-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/201757069,2017,1,2_liga
Dynamo Dresden,Nürnberg,1-1,https://www.besoccer.com/match/sg-dynamo-dresden/fc-nurnberg/201757070,2017,1,2_liga
Greuther Fürth,1860 München,1-0,https://www.besoccer.com/match/greuther-furth/1860-munchen/201757066,2017,1,2_liga
Braunschweig,Würzburger Kickers,2-1,https://www.besoccer.com/match/eintracht-brau-hellip/wurzburger-kickers/201757065,2017,1,2_liga
Heidenheim,Erzgebirge Aue,1-0,https://www.besoccer.com/match/heidenheim/fc-erzgebirge-aue/201757067,2017,1,2_liga
Arminia Bielefeld,Karlsruher SC,0-0,https://www.besoccer.com/match/arminia-bielefeld/karlsruher-sc/201757068,2017,1,2_liga
Stuttgart,FC St. Pauli,2-1,https://www.besoccer.com/match/stuttgart/st-pauli/201757071,2017,1,2_liga
Nürnberg,Heidenheim,1-1,https://www.besoccer.com/match/fc-nurnberg/heidenheim/201757073,2017,2,2_liga
Erzgebirge Aue,Sandhausen,2-0,https://www.besoccer.com/match/fc-erzgebirge-aue/sv-sandhausen/201757079,2017,2,2_liga
Fortuna Düsseldorf,Stuttgart,1-0,https://www.besoccer.com/match/fortuna-dusseldorf/stuttgart/201757077,2017,2,2_liga
Karlsruher SC,VfL Bochum,1-1,https://www.besoccer.com/match/karlsruher-sc/bochum/201757076,2017,2,2_liga
FC St. Pauli,Braunschweig,0-2,https://www.besoccer.com/match/st-pauli/eintracht-brau-hellip/201757074,2017,2,2_liga
Hannover 96,Greuther Fürth,3-1,https://www.besoccer.com/match/hannover-96/greuther-furth/201757072,2017,2,2_liga
1860 München,Arminia Bielefeld,1-0,https://www.besoccer.com/match/1860-munchen/arminia-bielefeld/201757078,2017,2,2_liga
Würzburger Kickers,Kaiserslautern,1-1,https://www.besoccer.com/match/wurzburger-kickers/kaiserslautern/201757080,2017,2,2_liga
Union Berlin,Dynamo Dresden,2-2,https://www.besoccer.com/match/1-fc-union-berlin/sg-dynamo-dresden/201757075,2017,2,2_liga
VfL Bochum,Hannover 96,1-1,https://www.besoccer.com/match/bochum/hannover-96/201757081,2017,3,2_liga
Heidenheim,Würzburger Kickers,1-2,https://www.besoccer.com/match/heidenheim/wurzburger-kickers/201757086,2017,3,2_liga
Sandhausen,Stuttgart,1-2,https://www.besoccer.com/match/sv-sandhausen/stuttgart/201757088,2017,3,2_liga
Karlsruher SC,1860 München,0-0,https://www.besoccer.com/match/karlsruher-sc/1860-munchen/201757082,2017,3,2_liga
Greuther Fürth,Erzgebirge Aue,3-2,https://www.besoccer.com/match/greuther-furth/fc-erzgebirge-aue/201757084,2017,3,2_liga
Braunschweig,Nürnberg,6-1,https://www.besoccer.com/match/eintracht-brau-hellip/fc-nurnberg/201757083,2017,3,2_liga
Arminia Bielefeld,Union Berlin,4-4,https://www.besoccer.com/match/arminia-bielefeld/1-fc-union-berlin/201757087,2017,3,2_liga
Dynamo Dresden,FC St. Pauli,1-0,https://www.besoccer.com/match/sg-dynamo-dresden/st-pauli/201757547,2017,3,2_liga
Kaiserslautern,Fortuna Düsseldorf,0-0,https://www.besoccer.com/match/kaiserslautern/fortuna-dusseldorf/201757085,2017,3,2_liga
Stuttgart,Heidenheim,1-2,https://www.besoccer.com/match/stuttgart/heidenheim/201757090,2017,4,2_liga
Erzgebirge Aue,Braunschweig,0-2,https://www.besoccer.com/match/fc-erzgebirge-aue/eintracht-brau-hellip/201757555,2017,4,2_liga
Würzburger Kickers,VfL Bochum,2-0,https://www.besoccer.com/match/wurzburger-kickers/bochum/201757556,2017,4,2_liga
FC St. Pauli,Arminia Bielefeld,2-1,https://www.besoccer.com/match/st-pauli/arminia-bielefeld/201757093,2017,4,2_liga
Union Berlin,Karlsruher SC,4-0,https://www.besoccer.com/match/1-fc-union-berlin/karlsruher-sc/201757552,2017,4,2_liga
Hannover 96,Dynamo Dresden,0-2,https://www.besoccer.com/match/hannover-96/sg-dynamo-dresden/201757091,2017,4,2_liga
