Home_Team,Away_Team,Result,Link,Season,Round,League
Fortuna Köln,Wolfsburg,2-0,https://www.besoccer.com/match/fortuna-koln/wolfsburg/199715030,1997,1,2_liga
Hertha BSC,Mainz 05,1-0,https://www.besoccer.com/match/hertha-bsc/mainz-amat/199715031,1997,1,2_liga
1. FC Lokomotive Leipzig,KFC Uerdingen 05,3-1,https://www.besoccer.com/match/lokomotive-leipzig/kfc-uerdingen-05/199715032,1997,1,2_liga
RW Essen,Stuttgarter Kickers,0-4,https://www.besoccer.com/match/rot-weiss-essen/stuttgarter-kickers/199715033,1997,1,2_liga
Zwickau,Waldhof Mannheim,2-0,https://www.besoccer.com/match/zwickau/waldhof-mannheim/199715034,1997,1,2_liga
VfB Oldenburg,Meppen,1-1,https://www.besoccer.com/match/vfb-oldenburg/meppen/199715035,1997,1,2_liga
VfB Lübeck,Eintracht Frankfurt,1-1,https://www.besoccer.com/match/lubeck/eintracht-frankfurt/199715036,1997,1,2_liga
Gutersloh,FC Carl Zeiss Jena,0-0,https://www.besoccer.com/match/gutersloh/fc-carl-zeiss-jena/199715037,1997,1,2_liga
Kaiserslautern,Unterhaching,0-0,https://www.besoccer.com/match/kaiserslautern/unterhaching/199715038,1997,1,2_liga
Mainz 05,1. FC Lokomotive Leipzig,2-1,https://www.besoccer.com/match/mainz-amat/lokomotive-leipzig/199715039,1997,2,2_liga
Meppen,VfB Lübeck,2-0,https://www.besoccer.com/match/meppen/lubeck/199715040,1997,2,2_liga
Waldhof Mannheim,Fortuna Köln,3-3,https://www.besoccer.com/match/waldhof-mannheim/fortuna-koln/199715041,1997,2,2_liga
Eintracht Frankfurt,Zwickau,2-1,https://www.besoccer.com/match/eintracht-frankfurt/zwickau/199715042,1997,2,2_liga
Stuttgarter Kickers,Kaiserslautern,0-2,https://www.besoccer.com/match/stuttgarter-kickers/kaiserslautern/199715043,1997,2,2_liga
FC Carl Zeiss Jena,RW Essen,4-0,https://www.besoccer.com/match/fc-carl-zeiss-jena/rot-weiss-essen/199715044,1997,2,2_liga
KFC Uerdingen 05,Gutersloh,0-2,https://www.besoccer.com/match/kfc-uerdingen-05/gutersloh/199715045,1997,2,2_liga
Unterhaching,VfB Oldenburg,1-1,https://www.besoccer.com/match/unterhaching/vfb-oldenburg/199715046,1997,2,2_liga
Wolfsburg,Hertha BSC,1-1,https://www.besoccer.com/match/wolfsburg/hertha-bsc/199715047,1997,2,2_liga
Fortuna Köln,Hertha BSC,2-0,https://www.besoccer.com/match/fortuna-koln/hertha-bsc/199715048,1997,3,2_liga
Kaiserslautern,FC Carl Zeiss Jena,2-0,https://www.besoccer.com/match/kaiserslautern/fc-carl-zeiss-jena/199715049,1997,3,2_liga
Zwickau,Meppen,1-1,https://www.besoccer.com/match/zwickau/meppen/199715050,1997,3,2_liga
1. FC Lokomotive Leipzig,Wolfsburg,0-2,https://www.besoccer.com/match/lokomotive-leipzig/wolfsburg/199715051,1997,3,2_liga
RW Essen,KFC Uerdingen 05,1-2,https://www.besoccer.com/match/rot-weiss-essen/kfc-uerdingen-05/199715052,1997,3,2_liga
VfB Oldenburg,Stuttgarter Kickers,1-1,https://www.besoccer.com/match/vfb-oldenburg/stuttgarter-kickers/199715053,1997,3,2_liga
VfB Lübeck,Unterhaching,0-0,https://www.besoccer.com/match/lubeck/unterhaching/199715054,1997,3,2_liga
Gutersloh,Mainz 05,0-0,https://www.besoccer.com/match/gutersloh/mainz-amat/199715055,1997,3,2_liga
Waldhof Mannheim,Eintracht Frankfurt,1-2,https://www.besoccer.com/match/waldhof-mannheim/eintracht-frankfurt/199715056,1997,3,2_liga
Mainz 05,RW Essen,2-1,https://www.besoccer.com/match/mainz-amat/rot-weiss-essen/199715057,1997,4,2_liga
Unterhaching,Zwickau,2-1,https://www.besoccer.com/match/unterhaching/zwickau/199715058,1997,4,2_liga
Wolfsburg,Gutersloh,3-0,https://www.besoccer.com/match/wolfsburg/gutersloh/199715059,1997,4,2_liga
Meppen,Waldhof Mannheim,1-1,https://www.besoccer.com/match/meppen/waldhof-mannheim/199715060,1997,4,2_liga
Eintracht Frankfurt,Fortuna Köln,3-1,https://www.besoccer.com/match/eintracht-frankfurt/fortuna-koln/199715061,1997,4,2_liga
Stuttgarter Kickers,VfB Lübeck,2-3,https://www.besoccer.com/match/stuttgarter-kickers/lubeck/199715062,1997,4,2_liga
FC Carl Zeiss Jena,VfB Oldenburg,3-1,https://www.besoccer.com/match/fc-carl-zeiss-jena/vfb-oldenburg/199715063,1997,4,2_liga
KFC Uerdingen 05,Kaiserslautern,0-1,https://www.besoccer.com/match/kfc-uerdingen-05/kaiserslautern/199715064,1997,4,2_liga
