Home_Team,Away_Team,Result,Link,Season,Round,League
Energie Cottbus,Dynamo Dresden,2-1,https://www.besoccer.com/match/energie-cottbus/sg-dynamo-dresden/20126148,2012,1,2_liga
FSV Frankfurt,Union Berlin,1-1,https://www.besoccer.com/match/fsv-frankfurt/1-fc-union-berlin/20126149,2012,1,2_liga
Greuther Fürth,Eintracht Frankfurt,2-3,https://www.besoccer.com/match/greuther-furth/eintracht-frankfurt/20126150,2012,1,2_liga
FC St. Pauli,Ingolstadt 04,2-0,https://www.besoccer.com/match/st-pauli/fc-ingolstadt-04/20126151,2012,1,2_liga
Erzgebirge Aue,Alemannia Aachen,1-0,https://www.besoccer.com/match/fc-erzgebirge-aue/alemannia-aachen/20126152,2012,1,2_liga
Karlsruher SC,MSV Duisburg,3-2,https://www.besoccer.com/match/karlsruher-sc/msv-duisburg/20126153,2012,1,2_liga
Braunschweig,1860 München,3-1,https://www.besoccer.com/match/eintracht-brau-hellip/1860-munchen/20126154,2012,1,2_liga
Hansa Rostock,Paderborn,1-2,https://www.besoccer.com/match/hansa-rostock/paderborn/20126155,2012,1,2_liga
Fortuna Düsseldorf,VfL Bochum,2-0,https://www.besoccer.com/match/fortuna-dusseldorf/bochum/20126156,2012,1,2_liga
VfL Bochum,FSV Frankfurt,1-0,https://www.besoccer.com/match/bochum/fsv-frankfurt/20126157,2012,2,2_liga
Ingolstadt 04,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-ingolstadt-04/fc-erzgebirge-aue/20126158,2012,2,2_liga
MSV Duisburg,Energie Cottbus,1-2,https://www.besoccer.com/match/msv-duisburg/energie-cottbus/20126159,2012,2,2_liga
1860 München,Karlsruher SC,2-1,https://www.besoccer.com/match/1860-munchen/karlsruher-sc/20126160,2012,2,2_liga
Union Berlin,Greuther Fürth,0-4,https://www.besoccer.com/match/1-fc-union-berlin/greuther-furth/20126161,2012,2,2_liga
Alemannia Aachen,Braunschweig,0-2,https://www.besoccer.com/match/alemannia-aachen/eintracht-brau-hellip/20126162,2012,2,2_liga
Paderborn,Fortuna Düsseldorf,1-1,https://www.besoccer.com/match/paderborn/fortuna-dusseldorf/20126163,2012,2,2_liga
Dynamo Dresden,Hansa Rostock,1-1,https://www.besoccer.com/match/sg-dynamo-dresden/hansa-rostock/20126164,2012,2,2_liga
Eintracht Frankfurt,FC St. Pauli,1-1,https://www.besoccer.com/match/eintracht-frankfurt/st-pauli/20126165,2012,2,2_liga
FC St. Pauli,Alemannia Aachen,3-1,https://www.besoccer.com/match/st-pauli/alemannia-aachen/20126166,2012,3,2_liga
Fortuna Düsseldorf,Ingolstadt 04,4-1,https://www.besoccer.com/match/fortuna-dusseldorf/fc-ingolstadt-04/20126167,2012,3,2_liga
Union Berlin,Paderborn,3-0,https://www.besoccer.com/match/1-fc-union-berlin/paderborn/20126168,2012,3,2_liga
Greuther Fürth,Dynamo Dresden,1-0,https://www.besoccer.com/match/greuther-furth/sg-dynamo-dresden/20126169,2012,3,2_liga
Energie Cottbus,1860 München,0-5,https://www.besoccer.com/match/energie-cottbus/1860-munchen/20126170,2012,3,2_liga
Erzgebirge Aue,Karlsruher SC,0-2,https://www.besoccer.com/match/fc-erzgebirge-aue/karlsruher-sc/20126171,2012,3,2_liga
FSV Frankfurt,MSV Duisburg,0-0,https://www.besoccer.com/match/fsv-frankfurt/msv-duisburg/20126172,2012,3,2_liga
Braunschweig,Eintracht Frankfurt,0-3,https://www.besoccer.com/match/eintracht-brau-hellip/eintracht-frankfurt/20126173,2012,3,2_liga
Hansa Rostock,VfL Bochum,0-0,https://www.besoccer.com/match/hansa-rostock/bochum/20126174,2012,3,2_liga
Karlsruher SC,Braunschweig,1-3,https://www.besoccer.com/match/karlsruher-sc/eintracht-brau-hellip/20126175,2012,4,2_liga
Dynamo Dresden,Union Berlin,4-0,https://www.besoccer.com/match/sg-dynamo-dresden/1-fc-union-berlin/20126176,2012,4,2_liga
VfL Bochum,FC St. Pauli,1-2,https://www.besoccer.com/match/bochum/st-pauli/20126177,2012,4,2_liga
Alemannia Aachen,Energie Cottbus,0-2,https://www.besoccer.com/match/alemannia-aachen/energie-cottbus/20126178,2012,4,2_liga
Paderborn,Greuther Fürth,0-1,https://www.besoccer.com/match/paderborn/greuther-furth/20126179,2012,4,2_liga
MSV Duisburg,Hansa Rostock,0-0,https://www.besoccer.com/match/msv-duisburg/hansa-rostock/20126180,2012,4,2_liga
1860 München,Erzgebirge Aue,5-0,https://www.besoccer.com/match/1860-munchen/fc-erzgebirge-aue/20126181,2012,4,2_liga
Ingolstadt 04,FSV Frankfurt,1-1,https://www.besoccer.com/match/fc-ingolstadt-04/fsv-frankfurt/20126182,2012,4,2_liga
