Home_Team,Away_Team,Result,Link,Season,Round,League
Saarbrücken,Fortuna Düsseldorf,1-2,https://www.besoccer.com/match/saarbrucken/fortuna-dusseldorf/19959961,1995,1,2_liga
Hertha BSC,Hansa Rostock,0-1,https://www.besoccer.com/match/hertha-bsc/hansa-rostock/19959962,1995,1,2_liga
FC St. Pauli,Wolfsburg,0-0,https://www.besoccer.com/match/st-pauli/wolfsburg/19959963,1995,1,2_liga
Fortuna Köln,Chemnitzer,3-0,https://www.besoccer.com/match/fortuna-koln/chemnitzer/19959964,1995,1,2_liga
Mainz 05,FC 08 Homburg,4-1,https://www.besoccer.com/match/mainz-amat/homburg/19959965,1995,1,2_liga
Wattenscheid 09,1. FC Lokomotive Leipzig,4-2,https://www.besoccer.com/match/wattenscheid-09/lokomotive-leipzig/19959966,1995,1,2_liga
Hannover 96,Meppen,1-0,https://www.besoccer.com/match/hannover-96/meppen/19959967,1995,1,2_liga
Zwickau,FSV Frankfurt,2-2,https://www.besoccer.com/match/zwickau/fsv-frankfurt/19959968,1995,1,2_liga
Nürnberg,Waldhof Mannheim,0-0,https://www.besoccer.com/match/fc-nurnberg/waldhof-mannheim/19959969,1995,1,2_liga
Wolfsburg,Mainz 05,2-0,https://www.besoccer.com/match/wolfsburg/mainz-amat/19959970,1995,2,2_liga
Hansa Rostock,FC St. Pauli,3-0,https://www.besoccer.com/match/hansa-rostock/st-pauli/19959971,1995,2,2_liga
FSV Frankfurt,Fortuna Köln,0-5,https://www.besoccer.com/match/fsv-frankfurt/fortuna-koln/19959972,1995,2,2_liga
Chemnitzer,Saarbrücken,1-1,https://www.besoccer.com/match/chemnitzer/saarbrucken/19959973,1995,2,2_liga
Fortuna Düsseldorf,Wattenscheid 09,1-1,https://www.besoccer.com/match/fortuna-dusseldorf/wattenscheid-09/19959974,1995,2,2_liga
FC 08 Homburg,Zwickau,3-1,https://www.besoccer.com/match/homburg/zwickau/19959975,1995,2,2_liga
1. FC Lokomotive Leipzig,Hannover 96,3-1,https://www.besoccer.com/match/lokomotive-leipzig/hannover-96/19959976,1995,2,2_liga
Meppen,Nürnberg,1-2,https://www.besoccer.com/match/meppen/fc-nurnberg/19959977,1995,2,2_liga
Waldhof Mannheim,Hertha BSC,3-0,https://www.besoccer.com/match/waldhof-mannheim/hertha-bsc/19959978,1995,2,2_liga
Mainz 05,Hansa Rostock,2-2,https://www.besoccer.com/match/mainz-amat/hansa-rostock/19959979,1995,3,2_liga
Hannover 96,Fortuna Düsseldorf,0-3,https://www.besoccer.com/match/hannover-96/fortuna-dusseldorf/19959980,1995,3,2_liga
FSV Frankfurt,FC 08 Homburg,1-2,https://www.besoccer.com/match/fsv-frankfurt/homburg/19959981,1995,3,2_liga
Zwickau,Wolfsburg,1-3,https://www.besoccer.com/match/zwickau/wolfsburg/19959982,1995,3,2_liga
Wattenscheid 09,Chemnitzer,2-2,https://www.besoccer.com/match/wattenscheid-09/chemnitzer/19959983,1995,3,2_liga
Nürnberg,1. FC Lokomotive Leipzig,3-1,https://www.besoccer.com/match/fc-nurnberg/lokomotive-leipzig/19959984,1995,3,2_liga
Hertha BSC,Meppen,5-1,https://www.besoccer.com/match/hertha-bsc/meppen/19959985,1995,3,2_liga
FC St. Pauli,Waldhof Mannheim,1-1,https://www.besoccer.com/match/st-pauli/waldhof-mannheim/19959986,1995,3,2_liga
Fortuna Köln,Saarbrücken,4-0,https://www.besoccer.com/match/fortuna-koln/saarbrucken/19959987,1995,3,2_liga
Wolfsburg,FSV Frankfurt,4-1,https://www.besoccer.com/match/wolfsburg/fsv-frankfurt/19959988,1995,4,2_liga
1. FC Lokomotive Leipzig,Hertha BSC,0-1,https://www.besoccer.com/match/lokomotive-leipzig/hertha-bsc/19959989,1995,4,2_liga
Waldhof Mannheim,Mainz 05,4-0,https://www.besoccer.com/match/waldhof-mannheim/mainz-amat/19959990,1995,4,2_liga
Fortuna Düsseldorf,Nürnberg,1-1,https://www.besoccer.com/match/fortuna-dusseldorf/fc-nurnberg/19959991,1995,4,2_liga
Hansa Rostock,Zwickau,2-0,https://www.besoccer.com/match/hansa-rostock/zwickau/19959992,1995,4,2_liga
FC 08 Homburg,Fortuna Köln,0-0,https://www.besoccer.com/match/homburg/fortuna-koln/19959993,1995,4,2_liga
Meppen,FC St. Pauli,3-2,https://www.besoccer.com/match/meppen/st-pauli/19959994,1995,4,2_liga
Chemnitzer,Hannover 96,1-1,https://www.besoccer.com/match/chemnitzer/hannover-96/19959995,1995,4,2_liga
Saarbrücken,Wattenscheid 09,2-0,https://www.besoccer.com/match/saarbrucken/wattenscheid-09/19959996,1995,4,2_liga
FC St. Pauli,1. FC Lokomotive Leipzig,2-2,https://www.besoccer.com/match/st-pauli/lokomotive-leipzig/19959997,1995,5,2_liga
Nürnberg,Chemnitzer,2-1,https://www.besoccer.com/match/fc-nurnberg/chemnitzer/19959998,1995,5,2_liga
FC 08 Homburg,Wolfsburg,1-1,https://www.besoccer.com/match/homburg/wolfsburg/19959999,1995,5,2_liga
Zwickau,Waldhof Mannheim,1-1,https://www.besoccer.com/match/zwickau/waldhof-mannheim/199510000,1995,5,2_liga
FSV Frankfurt,Hansa Rostock,1-1,https://www.besoccer.com/match/fsv-frankfurt/hansa-rostock/199510001,1995,5,2_liga
Mainz 05,Meppen,1-1,https://www.besoccer.com/match/mainz-amat/meppen/199510002,1995,5,2_liga
Hannover 96,Saarbrücken,0-0,https://www.besoccer.com/match/hannover-96/saarbrucken/199510003,1995,5,2_liga
Fortuna Köln,Wattenscheid 09,0-0,https://www.besoccer.com/match/fortuna-koln/wattenscheid-09/199510004,1995,5,2_liga
Hertha BSC,Fortuna Düsseldorf,0-0,https://www.besoccer.com/match/hertha-bsc/fortuna-dusseldorf/199510005,1995,5,2_liga
Saarbrücken,Nürnberg,2-1,https://www.besoccer.com/match/saarbrucken/fc-nurnberg/199510006,1995,6,2_liga
Wattenscheid 09,Hannover 96,2-1,https://www.besoccer.com/match/wattenscheid-09/hannover-96/199510007,1995,6,2_liga
Waldhof Mannheim,FSV Frankfurt,3-2,https://www.besoccer.com/match/waldhof-mannheim/fsv-frankfurt/199510008,1995,6,2_liga
Hansa Rostock,FC 08 Homburg,2-3,https://www.besoccer.com/match/hansa-rostock/homburg/199510009,1995,6,2_liga
Meppen,Zwickau,2-2,https://www.besoccer.com/match/meppen/zwickau/199510010,1995,6,2_liga
Chemnitzer,Hertha BSC,2-0,https://www.besoccer.com/match/chemnitzer/hertha-bsc/199510011,1995,6,2_liga
Fortuna Düsseldorf,FC St. Pauli,0-1,https://www.besoccer.com/match/fortuna-dusseldorf/st-pauli/199510012,1995,6,2_liga
1. FC Lokomotive Leipzig,Mainz 05,0-2,https://www.besoccer.com/match/lokomotive-leipzig/mainz-amat/199510013,1995,6,2_liga
Wolfsburg,Fortuna Köln,3-0,https://www.besoccer.com/match/wolfsburg/fortuna-koln/199510014,1995,6,2_liga
Hertha BSC,Saarbrücken,2-1,https://www.besoccer.com/match/hertha-bsc/saarbrucken/199510015,1995,7,2_liga
FC St. Pauli,Chemnitzer,0-0,https://www.besoccer.com/match/st-pauli/chemnitzer/199510016,1995,7,2_liga
FSV Frankfurt,Meppen,1-3,https://www.besoccer.com/match/fsv-frankfurt/meppen/199510017,1995,7,2_liga
Wolfsburg,Hansa Rostock,0-1,https://www.besoccer.com/match/wolfsburg/hansa-rostock/199510018,1995,7,2_liga
FC 08 Homburg,Waldhof Mannheim,1-1,https://www.besoccer.com/match/homburg/waldhof-mannheim/199510019,1995,7,2_liga
Mainz 05,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/mainz-amat/fortuna-dusseldorf/199510020,1995,7,2_liga
Fortuna Köln,Hannover 96,1-3,https://www.besoccer.com/match/fortuna-koln/hannover-96/199510021,1995,7,2_liga
Zwickau,1. FC Lokomotive Leipzig,3-0,https://www.besoccer.com/match/zwickau/lokomotive-leipzig/199510022,1995,7,2_liga
Nürnberg,Wattenscheid 09,1-1,https://www.besoccer.com/match/fc-nurnberg/wattenscheid-09/199510023,1995,7,2_liga
Waldhof Mannheim,Wolfsburg,2-2,https://www.besoccer.com/match/waldhof-mannheim/wolfsburg/199510024,1995,8,2_liga
Wattenscheid 09,Hertha BSC,0-1,https://www.besoccer.com/match/wattenscheid-09/hertha-bsc/199510025,1995,8,2_liga
Fortuna Düsseldorf,Zwickau,1-1,https://www.besoccer.com/match/fortuna-dusseldorf/zwickau/199510026,1995,8,2_liga
1. FC Lokomotive Leipzig,FSV Frankfurt,3-0,https://www.besoccer.com/match/lokomotive-leipzig/fsv-frankfurt/199510027,1995,8,2_liga
Chemnitzer,Mainz 05,1-1,https://www.besoccer.com/match/chemnitzer/mainz-amat/199510028,1995,8,2_liga
Hannover 96,Nürnberg,6-3,https://www.besoccer.com/match/hannover-96/fc-nurnberg/199510029,1995,8,2_liga
Saarbrücken,FC St. Pauli,1-2,https://www.besoccer.com/match/saarbrucken/st-pauli/199510030,1995,8,2_liga
Meppen,FC 08 Homburg,1-0,https://www.besoccer.com/match/meppen/homburg/199510031,1995,8,2_liga
Hansa Rostock,Fortuna Köln,2-0,https://www.besoccer.com/match/hansa-rostock/fortuna-koln/199510032,1995,8,2_liga
Hansa Rostock,Waldhof Mannheim,0-1,https://www.besoccer.com/match/hansa-rostock/waldhof-mannheim/199510033,1995,9,2_liga
FC St. Pauli,Wattenscheid 09,4-1,https://www.besoccer.com/match/st-pauli/wattenscheid-09/199510034,1995,9,2_liga
Mainz 05,Saarbrücken,1-1,https://www.besoccer.com/match/mainz-amat/saarbrucken/199510035,1995,9,2_liga
Zwickau,Chemnitzer,0-0,https://www.besoccer.com/match/zwickau/chemnitzer/199510036,1995,9,2_liga
Fortuna Köln,Nürnberg,1-1,https://www.besoccer.com/match/fortuna-koln/fc-nurnberg/199510037,1995,9,2_liga
Wolfsburg,Meppen,0-0,https://www.besoccer.com/match/wolfsburg/meppen/199510038,1995,9,2_liga
FC 08 Homburg,1. FC Lokomotive Leipzig,2-1,https://www.besoccer.com/match/homburg/lokomotive-leipzig/199510039,1995,9,2_liga
FSV Frankfurt,Fortuna Düsseldorf,1-2,https://www.besoccer.com/match/fsv-frankfurt/fortuna-dusseldorf/199510040,1995,9,2_liga
Hertha BSC,Hannover 96,2-0,https://www.besoccer.com/match/hertha-bsc/hannover-96/199510041,1995,9,2_liga
Saarbrücken,Zwickau,1-1,https://www.besoccer.com/match/saarbrucken/zwickau/199510042,1995,10,2_liga
Wattenscheid 09,Mainz 05,3-2,https://www.besoccer.com/match/wattenscheid-09/mainz-amat/199510043,1995,10,2_liga
Hannover 96,FC St. Pauli,0-1,https://www.besoccer.com/match/hannover-96/st-pauli/199510044,1995,10,2_liga
Fortuna Düsseldorf,FC 08 Homburg,2-0,https://www.besoccer.com/match/fortuna-dusseldorf/homburg/199510045,1995,10,2_liga
Chemnitzer,FSV Frankfurt,4-2,https://www.besoccer.com/match/chemnitzer/fsv-frankfurt/199510046,1995,10,2_liga
1. FC Lokomotive Leipzig,Wolfsburg,2-3,https://www.besoccer.com/match/lokomotive-leipzig/wolfsburg/199510047,1995,10,2_liga
Meppen,Hansa Rostock,2-1,https://www.besoccer.com/match/meppen/hansa-rostock/199510048,1995,10,2_liga
Nürnberg,Hertha BSC,1-1,https://www.besoccer.com/match/fc-nurnberg/hertha-bsc/199510049,1995,10,2_liga
Waldhof Mannheim,Fortuna Köln,0-3,https://www.besoccer.com/match/waldhof-mannheim/fortuna-koln/199510050,1995,10,2_liga
Fortuna Köln,Hertha BSC,0-0,https://www.besoccer.com/match/fortuna-koln/hertha-bsc/199510051,1995,11,2_liga
FC St. Pauli,Nürnberg,3-2,https://www.besoccer.com/match/st-pauli/fc-nurnberg/199510052,1995,11,2_liga
Zwickau,Wattenscheid 09,2-1,https://www.besoccer.com/match/zwickau/wattenscheid-09/199510053,1995,11,2_liga
Mainz 05,Hannover 96,3-2,https://www.besoccer.com/match/mainz-amat/hannover-96/199510054,1995,11,2_liga
Wolfsburg,Fortuna Düsseldorf,3-1,https://www.besoccer.com/match/wolfsburg/fortuna-dusseldorf/199510055,1995,11,2_liga
Waldhof Mannheim,Meppen,0-0,https://www.besoccer.com/match/waldhof-mannheim/meppen/199510056,1995,11,2_liga
FSV Frankfurt,Saarbrücken,0-3,https://www.besoccer.com/match/fsv-frankfurt/saarbrucken/199510057,1995,11,2_liga
FC 08 Homburg,Chemnitzer,5-1,https://www.besoccer.com/match/homburg/chemnitzer/199510058,1995,11,2_liga
Hansa Rostock,1. FC Lokomotive Leipzig,1-0,https://www.besoccer.com/match/hansa-rostock/lokomotive-leipzig/199510059,1995,11,2_liga
Fortuna Düsseldorf,Hansa Rostock,2-0,https://www.besoccer.com/match/fortuna-dusseldorf/hansa-rostock/199510060,1995,12,2_liga
1. FC Lokomotive Leipzig,Waldhof Mannheim,1-0,https://www.besoccer.com/match/lokomotive-leipzig/waldhof-mannheim/199510061,1995,12,2_liga
Meppen,Fortuna Köln,3-1,https://www.besoccer.com/match/meppen/fortuna-koln/199510062,1995,12,2_liga
Hannover 96,Zwickau,1-1,https://www.besoccer.com/match/hannover-96/zwickau/199510063,1995,12,2_liga
Wattenscheid 09,FSV Frankfurt,6-2,https://www.besoccer.com/match/wattenscheid-09/fsv-frankfurt/199510064,1995,12,2_liga
Saarbrücken,FC 08 Homburg,1-1,https://www.besoccer.com/match/saarbrucken/homburg/199510065,1995,12,2_liga
Hertha BSC,FC St. Pauli,1-1,https://www.besoccer.com/match/hertha-bsc/st-pauli/199510066,1995,12,2_liga
Nürnberg,Mainz 05,1-1,https://www.besoccer.com/match/fc-nurnberg/mainz-amat/199510067,1995,12,2_liga
Chemnitzer,Wolfsburg,1-1,https://www.besoccer.com/match/chemnitzer/wolfsburg/199510068,1995,12,2_liga
