Home_Team,Away_Team,Result,Link,Season,Round,League
Arsenal,Leicester,4-3,https://www.besoccer.com/match/arsenal/leicester-city-fc/2018410977,2018,1,premier_league
Watford,Liverpool,3-3,https://www.besoccer.com/match/watford-fc/liverpool/2018410990,2018,1,premier_league
Chelsea,Burnley,2-3,https://www.besoccer.com/match/chelsea-fc/burnley-fc/2018410979,2018,1,premier_league
Crystal Palace,Huddersfield Town,0-3,https://www.besoccer.com/match/crystal-palace-fc/huddersfield-town-fc/2018410982,2018,1,premier_league
Everton,Stoke City,1-0,https://www.besoccer.com/match/everton-fc/stoke-city/2018410984,2018,1,premier_league
Southampton,Swansea City,0-0,https://www.besoccer.com/match/southampton-fc/swansea-city-afc/2018410989,2018,1,premier_league
West Bromwich Albion,AFC Bournemouth,1-0,https://www.besoccer.com/match/west-bromwich/afc-bournemouth/2018410992,2018,1,premier_league
Brighton & Hove Albion,Man. City,0-2,https://www.besoccer.com/match/brighton-amp-hov/manchester-city-fc/2018410978,2018,1,premier_league
Newcastle,Tottenham Hotspur,0-2,https://www.besoccer.com/match/newcastle-united-fc/tottenham-hotspur-fc/2018410988,2018,1,premier_league
Man. Utd,West Ham,4-0,https://www.besoccer.com/match/manchester-united-fc/west-ham-united/2018410986,2018,1,premier_league
Swansea City,Man. Utd,0-4,https://www.besoccer.com/match/swansea-city-afc/manchester-united-fc/2018411016,2018,2,premier_league
AFC Bournemouth,Watford,0-2,https://www.besoccer.com/match/afc-bournemouth/watford-fc/2018411001,2018,2,premier_league
Burnley,West Bromwich Albion,0-1,https://www.besoccer.com/match/burnley-fc/west-bromwich/2018411004,2018,2,premier_league
Leicester,Brighton & Hove Albion,2-0,https://www.besoccer.com/match/leicester-city-fc/brighton-amp-hov/2018411008,2018,2,premier_league
Liverpool,Crystal Palace,1-0,https://www.besoccer.com/match/liverpool/crystal-palace-fc/2018411009,2018,2,premier_league
Southampton,West Ham,3-2,https://www.besoccer.com/match/southampton-fc/west-ham-united/2018411023,2018,2,premier_league
Stoke City,Arsenal,1-0,https://www.besoccer.com/match/stoke-city/arsenal/2018411013,2018,2,premier_league
Huddersfield Town,Newcastle,1-0,https://www.besoccer.com/match/huddersfield-town-fc/newcastle-united-fc/2018411006,2018,2,premier_league
Tottenham Hotspur,Chelsea,1-2,https://www.besoccer.com/match/tottenham-hotspur-fc/chelsea-fc/2018410981,2018,2,premier_league
Man. City,Everton,1-1,https://www.besoccer.com/match/manchester-city-fc/everton-fc/2018411012,2018,2,premier_league
AFC Bournemouth,Man. City,1-2,https://www.besoccer.com/match/afc-bournemouth/manchester-city-fc/2018411017,2018,3,premier_league
Crystal Palace,Swansea City,0-2,https://www.besoccer.com/match/crystal-palace-fc/swansea-city-afc/2018411020,2018,3,premier_league
Huddersfield Town,Southampton,0-0,https://www.besoccer.com/match/huddersfield-town-fc/southampton-fc/2018411022,2018,3,premier_league
Newcastle,West Ham,3-0,https://www.besoccer.com/match/newcastle-united-fc/west-ham-united/2018411027,2018,3,premier_league
Watford,Brighton & Hove Albion,0-0,https://www.besoccer.com/match/watford-fc/brighton-amp-hov/2018411029,2018,3,premier_league
Man. Utd,Leicester,2-0,https://www.besoccer.com/match/manchester-united-fc/leicester-city-fc/2018411026,2018,3,premier_league
Chelsea,Everton,2-0,https://www.besoccer.com/match/chelsea-fc/everton-fc/2018411019,2018,3,premier_league
West Bromwich Albion,Stoke City,1-1,https://www.besoccer.com/match/west-bromwich/stoke-city/2018411030,2018,3,premier_league
Liverpool,Arsenal,4-0,https://www.besoccer.com/match/liverpool/arsenal/2018410995,2018,3,premier_league
Tottenham Hotspur,Burnley,1-1,https://www.besoccer.com/match/tottenham-hotspur-fc/burnley-fc/2018411028,2018,3,premier_league
Man. City,Liverpool,5-0,https://www.besoccer.com/match/manchester-city-fc/liverpool/2018411000,2018,4,premier_league
Arsenal,AFC Bournemouth,3-0,https://www.besoccer.com/match/arsenal/afc-bournemouth/2018411032,2018,4,premier_league
Brighton & Hove Albion,West Bromwich Albion,3-1,https://www.besoccer.com/match/brighton-amp-hov/west-bromwich/2018411034,2018,4,premier_league
Everton,Tottenham Hotspur,0-3,https://www.besoccer.com/match/everton-fc/tottenham-hotspur-fc/2018411043,2018,4,premier_league
Leicester,Chelsea,1-2,https://www.besoccer.com/match/leicester-city-fc/chelsea-fc/2018411046,2018,4,premier_league
Southampton,Watford,0-2,https://www.besoccer.com/match/southampton-fc/watford-fc/2018411048,2018,4,premier_league
Stoke City,Man. Utd,2-2,https://www.besoccer.com/match/stoke-city/manchester-united-fc/2018411050,2018,4,premier_league
Burnley,Crystal Palace,1-0,https://www.besoccer.com/match/burnley-fc/crystal-palace-fc/2018411038,2018,4,premier_league
Swansea City,Newcastle,0-1,https://www.besoccer.com/match/swansea-city-afc/newcastle-united-fc/2018411052,2018,4,premier_league
West Ham,Huddersfield Town,2-0,https://www.besoccer.com/match/west-ham-united/huddersfield-town-fc/2018411055,2018,4,premier_league
AFC Bournemouth,Brighton & Hove Albion,2-1,https://www.besoccer.com/match/afc-bournemouth/brighton-amp-hov/2018411036,2018,5,premier_league
Crystal Palace,Southampton,0-1,https://www.besoccer.com/match/crystal-palace-fc/southampton-fc/2018411039,2018,5,premier_league
Huddersfield Town,Leicester,1-1,https://www.besoccer.com/match/huddersfield-town-fc/leicester-city-fc/2018411042,2018,5,premier_league
