Home_Team,Away_Team,Result,Link,Season,Round,League
Aston Villa,Southampton,1-1,https://www.besoccer.com/match/aston-villa-fc/southampton-fc/19913009,1991,1,premier_league
Tottenham Hotspur,Man. City,3-1,https://www.besoccer.com/match/tottenham-hotspur-fc/manchester-city-fc/19913010,1991,1,premier_league
Sheffield United,Liverpool,1-3,https://www.besoccer.com/match/sheffield-united/liverpool/19913011,1991,1,premier_league
Nottingham Forest,Queens Park Rangers,1-1,https://www.besoccer.com/match/nottingham-forest-fc/queens-park-rangers-fc/19913012,1991,1,premier_league
Norwich City,Sunderland,3-2,https://www.besoccer.com/match/norwich-city-fc/sunderland-afc/19913013,1991,1,premier_league
Man. Utd,Coventry City,2-0,https://www.besoccer.com/match/manchester-united-fc/coventry-city/19913014,1991,1,premier_league
Luton Town,Crystal Palace,1-1,https://www.besoccer.com/match/luton-town-fc/crystal-palace-fc/19913015,1991,1,premier_league
Everton,Leeds United,2-3,https://www.besoccer.com/match/everton-fc/leeds-united-afc/19913016,1991,1,premier_league
Chelsea,Derby County,2-1,https://www.besoccer.com/match/chelsea-fc/derby-county-fc/19913017,1991,1,premier_league
Wimbledon FC,Arsenal,0-3,https://www.besoccer.com/match/wimbledon-fc/arsenal/19913018,1991,1,premier_league
Crystal Palace,Chelsea,2-1,https://www.besoccer.com/match/crystal-palace-fc/chelsea-fc/19913019,1991,2,premier_league
Leeds United,Man. Utd,0-0,https://www.besoccer.com/match/leeds-united-afc/manchester-united-fc/19913020,1991,2,premier_league
Liverpool,Nottingham Forest,2-0,https://www.besoccer.com/match/liverpool/nottingham-forest-fc/19913021,1991,2,premier_league
Southampton,Norwich City,1-0,https://www.besoccer.com/match/southampton-fc/norwich-city-fc/19913022,1991,2,premier_league
Sunderland,Tottenham Hotspur,0-0,https://www.besoccer.com/match/sunderland-afc/tottenham-hotspur-fc/19913023,1991,2,premier_league
Queens Park Rangers,Wimbledon FC,0-1,https://www.besoccer.com/match/queens-park-rangers-fc/wimbledon-fc/19913024,1991,2,premier_league
Derby County,Sheffield United,1-1,https://www.besoccer.com/match/derby-county-fc/sheffield-united/19913025,1991,2,premier_league
Coventry City,Everton,3-1,https://www.besoccer.com/match/coventry-city/everton-fc/19913026,1991,2,premier_league
Arsenal,Luton Town,2-1,https://www.besoccer.com/match/arsenal/luton-town-fc/19913027,1991,2,premier_league
Man. City,Aston Villa,2-1,https://www.besoccer.com/match/manchester-city-fc/aston-villa-fc/19913028,1991,2,premier_league
Liverpool,Aston Villa,2-1,https://www.besoccer.com/match/liverpool/aston-villa-fc/19913029,1991,3,premier_league
Arsenal,Tottenham Hotspur,0-0,https://www.besoccer.com/match/arsenal/tottenham-hotspur-fc/19913030,1991,3,premier_league
Sunderland,Man. Utd,2-1,https://www.besoccer.com/match/sunderland-afc/manchester-united-fc/19913031,1991,3,premier_league
Southampton,Luton Town,1-2,https://www.besoccer.com/match/southampton-fc/luton-town-fc/19913032,1991,3,premier_league
Queens Park Rangers,Chelsea,1-0,https://www.besoccer.com/match/queens-park-rangers-fc/chelsea-fc/19913033,1991,3,premier_league
Man. City,Everton,1-0,https://www.besoccer.com/match/manchester-city-fc/everton-fc/19913034,1991,3,premier_league
Leeds United,Norwich City,3-0,https://www.besoccer.com/match/leeds-united-afc/norwich-city-fc/19913035,1991,3,premier_league
Derby County,Wimbledon FC,1-1,https://www.besoccer.com/match/derby-county-fc/wimbledon-fc/19913036,1991,3,premier_league
Crystal Palace,Sheffield United,1-0,https://www.besoccer.com/match/crystal-palace-fc/sheffield-united/19913037,1991,3,premier_league
Coventry City,Nottingham Forest,2-2,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/19913038,1991,3,premier_league
Aston Villa,Coventry City,2-1,https://www.besoccer.com/match/aston-villa-fc/coventry-city/19913039,1991,4,premier_league
Chelsea,Sunderland,3-2,https://www.besoccer.com/match/chelsea-fc/sunderland-afc/19913040,1991,4,premier_league
Everton,Arsenal,1-1,https://www.besoccer.com/match/everton-fc/arsenal/19913041,1991,4,premier_league
Norwich City,Crystal Palace,0-3,https://www.besoccer.com/match/norwich-city-fc/crystal-palace-fc/19913042,1991,4,premier_league
Nottingham Forest,Southampton,3-1,https://www.besoccer.com/match/nottingham-forest-fc/southampton-fc/19913043,1991,4,premier_league
Sheffield United,Man. City,1-1,https://www.besoccer.com/match/sheffield-united/manchester-city-fc/19913044,1991,4,premier_league
Tottenham Hotspur,Derby County,3-0,https://www.besoccer.com/match/tottenham-hotspur-fc/derby-county-fc/19913045,1991,4,premier_league
Wimbledon FC,Liverpool,1-2,https://www.besoccer.com/match/wimbledon-fc/liverpool/19913046,1991,4,premier_league
Luton Town,Leeds United,1-0,https://www.besoccer.com/match/luton-town-fc/leeds-united-afc/19913047,1991,4,premier_league
Man. Utd,Queens Park Rangers,3-1,https://www.besoccer.com/match/manchester-united-fc/queens-park-rangers-fc/19913048,1991,4,premier_league
Southampton,Sheffield United,2-0,https://www.besoccer.com/match/southampton-fc/sheffield-united/19913049,1991,5,premier_league
Man. City,Norwich City,2-1,https://www.besoccer.com/match/manchester-city-fc/norwich-city-fc/19913050,1991,5,premier_league
Leeds United,Tottenham Hotspur,0-2,https://www.besoccer.com/match/leeds-united-afc/tottenham-hotspur-fc/19913051,1991,5,premier_league
