Home_Team,Away_Team,Result,Link,Season,Round,League
Blackburn Rovers,Wolves,1-2,https://www.besoccer.com/match/blackburn-rovers-fc/wolverhampton/2012381,2012,1,premier_league
Fulham,Aston Villa,0-0,https://www.besoccer.com/match/fulham/aston-villa-fc/2012382,2012,1,premier_league
Liverpool,Sunderland,1-1,https://www.besoccer.com/match/liverpool/sunderland-afc/2012383,2012,1,premier_league
Queens Park Rangers,Bolton Wanderers,0-4,https://www.besoccer.com/match/queens-park-rangers-fc/bolton-wanderers-fc/2012386,2012,1,premier_league
Wigan Athletic,Norwich City,1-1,https://www.besoccer.com/match/wigan-athletic/norwich-city-fc/2012390,2012,1,premier_league
Newcastle,Arsenal,0-0,https://www.besoccer.com/match/newcastle-united-fc/arsenal/2012385,2012,1,premier_league
Stoke City,Chelsea,0-0,https://www.besoccer.com/match/stoke-city/chelsea-fc/2012387,2012,1,premier_league
West Bromwich Albion,Man. Utd,1-2,https://www.besoccer.com/match/west-bromwich/manchester-united-fc/2012389,2012,1,premier_league
Man. City,Swansea City,4-0,https://www.besoccer.com/match/manchester-city-fc/swansea-city-afc/2012384,2012,1,premier_league
Tottenham Hotspur,Everton,2-0,https://www.besoccer.com/match/tottenham-hotspur-fc/everton-fc/2012388,2012,1,premier_league
Sunderland,Newcastle,0-1,https://www.besoccer.com/match/sunderland-afc/newcastle-united-fc/2012398,2012,2,premier_league
Arsenal,Liverpool,0-2,https://www.besoccer.com/match/arsenal/liverpool/2012391,2012,2,premier_league
Aston Villa,Blackburn Rovers,3-1,https://www.besoccer.com/match/aston-villa-fc/blackburn-rovers-fc/2012392,2012,2,premier_league
Everton,Queens Park Rangers,0-1,https://www.besoccer.com/match/everton-fc/queens-park-rangers-fc/2012395,2012,2,premier_league
Swansea City,Wigan Athletic,0-0,https://www.besoccer.com/match/swansea-city-afc/wigan-athletic/2012399,2012,2,premier_league
Chelsea,West Bromwich Albion,2-1,https://www.besoccer.com/match/chelsea-fc/west-bromwich/2012394,2012,2,premier_league
Norwich City,Stoke City,1-1,https://www.besoccer.com/match/norwich-city-fc/stoke-city/2012397,2012,2,premier_league
Wolves,Fulham,2-0,https://www.besoccer.com/match/wolverhampton/fulham/2012400,2012,2,premier_league
Bolton Wanderers,Man. City,2-3,https://www.besoccer.com/match/bolton-wanderers-fc/manchester-city-fc/2012393,2012,2,premier_league
Man. Utd,Tottenham Hotspur,3-0,https://www.besoccer.com/match/manchester-united-fc/tottenham-hotspur-fc/2012396,2012,2,premier_league
Aston Villa,Wolves,0-0,https://www.besoccer.com/match/aston-villa-fc/wolverhampton/2012401,2012,3,premier_league
Wigan Athletic,Queens Park Rangers,2-0,https://www.besoccer.com/match/wigan-athletic/queens-park-rangers-fc/2012410,2012,3,premier_league
Blackburn Rovers,Everton,0-1,https://www.besoccer.com/match/blackburn-rovers-fc/everton-fc/2012402,2012,3,premier_league
Chelsea,Norwich City,3-1,https://www.besoccer.com/match/chelsea-fc/norwich-city-fc/2012403,2012,3,premier_league
Swansea City,Sunderland,0-0,https://www.besoccer.com/match/swansea-city-afc/sunderland-afc/2012407,2012,3,premier_league
Liverpool,Bolton Wanderers,3-1,https://www.besoccer.com/match/liverpool/bolton-wanderers-fc/2012404,2012,3,premier_league
Newcastle,Fulham,2-1,https://www.besoccer.com/match/newcastle-united-fc/fulham/2012406,2012,3,premier_league
Tottenham Hotspur,Man. City,1-5,https://www.besoccer.com/match/tottenham-hotspur-fc/manchester-city-fc/2012408,2012,3,premier_league
West Bromwich Albion,Stoke City,0-1,https://www.besoccer.com/match/west-bromwich/stoke-city/2012409,2012,3,premier_league
Man. Utd,Arsenal,8-2,https://www.besoccer.com/match/manchester-united-fc/arsenal/2012405,2012,3,premier_league
Arsenal,Swansea City,1-0,https://www.besoccer.com/match/arsenal/swansea-city-afc/2012411,2012,4,premier_league
Everton,Aston Villa,2-2,https://www.besoccer.com/match/everton-fc/aston-villa-fc/2012413,2012,4,premier_league
Man. City,Wigan Athletic,3-0,https://www.besoccer.com/match/manchester-city-fc/wigan-athletic/2012415,2012,4,premier_league
Stoke City,Liverpool,1-0,https://www.besoccer.com/match/stoke-city/liverpool/2012418,2012,4,premier_league
Sunderland,Chelsea,1-2,https://www.besoccer.com/match/sunderland-afc/chelsea-fc/2012419,2012,4,premier_league
