Home_Team,Away_Team,Result,Link,Season,Round,League
Udinese,Parma,0-1,https://www.besoccer.com/match/udinese/parma-fc/1994687,1994,1,serie_a
Juventus,Cremonese,1-0,https://www.besoccer.com/match/juventus-fc/us-cremonese/1994688,1994,1,serie_a
Genoa,Roma,2-0,https://www.besoccer.com/match/genoa/roma/1994689,1994,1,serie_a
Atalanta,Cagliari,5-2,https://www.besoccer.com/match/atalanta/cagliari/1994690,1994,1,serie_a
Lazio,Calcio Foggia,0-0,https://www.besoccer.com/match/lazio/us-foggia/1994691,1994,1,serie_a
Napoli,Sampdoria,1-2,https://www.besoccer.com/match/napoli/sampdoria/1994692,1994,1,serie_a
Lecce,Milan,0-1,https://www.besoccer.com/match/lecce/milan/1994693,1994,1,serie_a
Inter,Reggiana,2-1,https://www.besoccer.com/match/internazionale/ac-reggiana-1919/1994694,1994,1,serie_a
Piacenza,Torino,0-3,https://www.besoccer.com/match/piacenza/torino-fc/1994695,1994,1,serie_a
Cremonese,Napoli,2-0,https://www.besoccer.com/match/us-cremonese/napoli/1994696,1994,2,serie_a
Torino,Atalanta,2-1,https://www.besoccer.com/match/torino-fc/atalanta/1994697,1994,2,serie_a
Parma,Lecce,1-0,https://www.besoccer.com/match/parma-fc/lecce/1994698,1994,2,serie_a
Calcio Foggia,Inter,1-1,https://www.besoccer.com/match/us-foggia/internazionale/1994699,1994,2,serie_a
Cagliari,Udinese,1-2,https://www.besoccer.com/match/cagliari/udinese/1994700,1994,2,serie_a
Roma,Juventus,2-1,https://www.besoccer.com/match/roma/juventus-fc/1994701,1994,2,serie_a
Reggiana,Lazio,0-0,https://www.besoccer.com/match/ac-reggiana-1919/lazio/1994702,1994,2,serie_a
Sampdoria,Piacenza,2-1,https://www.besoccer.com/match/sampdoria/piacenza/1994703,1994,2,serie_a
Milan,Genoa,1-0,https://www.besoccer.com/match/milan/genoa/1994704,1994,2,serie_a
Genoa,Cagliari,1-1,https://www.besoccer.com/match/genoa/cagliari/1994705,1994,3,serie_a
Atalanta,Reggiana,2-1,https://www.besoccer.com/match/atalanta/ac-reggiana-1919/1994706,1994,3,serie_a
Lazio,Parma,2-1,https://www.besoccer.com/match/lazio/parma-fc/1994707,1994,3,serie_a
Napoli,Torino,0-0,https://www.besoccer.com/match/napoli/torino-fc/1994708,1994,3,serie_a
Lecce,Calcio Foggia,0-2,https://www.besoccer.com/match/lecce/us-foggia/1994709,1994,3,serie_a
Inter,Cremonese,2-1,https://www.besoccer.com/match/internazionale/us-cremonese/1994710,1994,3,serie_a
Piacenza,Milan,0-0,https://www.besoccer.com/match/piacenza/milan/1994711,1994,3,serie_a
Udinese,Roma,0-0,https://www.besoccer.com/match/udinese/roma/1994712,1994,3,serie_a
Juventus,Sampdoria,3-1,https://www.besoccer.com/match/juventus-fc/sampdoria/1994713,1994,3,serie_a
Cremonese,Lazio,1-0,https://www.besoccer.com/match/us-cremonese/lazio/1994714,1994,4,serie_a
Torino,Udinese,1-0,https://www.besoccer.com/match/torino-fc/udinese/1994715,1994,4,serie_a
Parma,Genoa,2-1,https://www.besoccer.com/match/parma-fc/genoa/1994716,1994,4,serie_a
Calcio Foggia,Juventus,1-1,https://www.besoccer.com/match/us-foggia/juventus-fc/1994717,1994,4,serie_a
Cagliari,Inter,1-0,https://www.besoccer.com/match/cagliari/internazionale/1994718,1994,4,serie_a
Roma,Napoli,2-3,https://www.besoccer.com/match/roma/napoli/1994719,1994,4,serie_a
Reggiana,Piacenza,1-1,https://www.besoccer.com/match/ac-reggiana-1919/piacenza/1994720,1994,4,serie_a
Sampdoria,Lecce,2-1,https://www.besoccer.com/match/sampdoria/lecce/1994721,1994,4,serie_a
Milan,Atalanta,2-0,https://www.besoccer.com/match/milan/atalanta/1994722,1994,4,serie_a
Genoa,Napoli,0-0,https://www.besoccer.com/match/genoa/napoli/1994723,1994,5,serie_a
Udinese,Sampdoria,0-2,https://www.besoccer.com/match/udinese/sampdoria/1994724,1994,5,serie_a
Juventus,Reggiana,4-0,https://www.besoccer.com/match/juventus-fc/ac-reggiana-1919/1994725,1994,5,serie_a
Piacenza,Lecce,2-1,https://www.besoccer.com/match/piacenza/lecce/1994726,1994,5,serie_a
Lazio,Inter,0-0,https://www.besoccer.com/match/lazio/internazionale/1994727,1994,5,serie_a
Milan,Roma,2-0,https://www.besoccer.com/match/milan/roma/1994728,1994,5,serie_a
Calcio Foggia,Cagliari,0-1,https://www.besoccer.com/match/us-foggia/cagliari/1994729,1994,5,serie_a
Atalanta,Cremonese,0-0,https://www.besoccer.com/match/atalanta/us-cremonese/1994730,1994,5,serie_a
Parma,Torino,3-0,https://www.besoccer.com/match/parma-fc/torino-fc/1994731,1994,5,serie_a
Reggiana,Calcio Foggia,0-0,https://www.besoccer.com/match/ac-reggiana-1919/us-foggia/1994732,1994,6,serie_a
Cagliari,Lazio,4-1,https://www.besoccer.com/match/cagliari/lazio/1994733,1994,6,serie_a
Inter,Piacenza,2-0,https://www.besoccer.com/match/internazionale/piacenza/1994734,1994,6,serie_a
Napoli,Udinese,2-1,https://www.besoccer.com/match/napoli/udinese/1994735,1994,6,serie_a
Lecce,Juventus,1-1,https://www.besoccer.com/match/lecce/juventus-fc/1994736,1994,6,serie_a
Roma,Atalanta,2-1,https://www.besoccer.com/match/roma/atalanta/1994737,1994,6,serie_a
Cremonese,Milan,0-2,https://www.besoccer.com/match/us-cremonese/milan/1994738,1994,6,serie_a
Torino,Genoa,2-0,https://www.besoccer.com/match/torino-fc/genoa/1994739,1994,6,serie_a
Sampdoria,Parma,1-1,https://www.besoccer.com/match/sampdoria/parma-fc/1994740,1994,6,serie_a
Napoli,Inter,0-0,https://www.besoccer.com/match/napoli/internazionale/1994741,1994,7,serie_a
Udinese,Lecce,2-1,https://www.besoccer.com/match/udinese/lecce/1994742,1994,7,serie_a
Roma,Cremonese,1-2,https://www.besoccer.com/match/roma/us-cremonese/1994743,1994,7,serie_a
Piacenza,Cagliari,1-1,https://www.besoccer.com/match/piacenza/cagliari/1994744,1994,7,serie_a
Parma,Calcio Foggia,3-0,https://www.besoccer.com/match/parma-fc/us-foggia/1994745,1994,7,serie_a
Milan,Lazio,0-0,https://www.besoccer.com/match/milan/lazio/1994746,1994,7,serie_a
Genoa,Reggiana,0-0,https://www.besoccer.com/match/genoa/ac-reggiana-1919/1994747,1994,7,serie_a
Atalanta,Sampdoria,1-4,https://www.besoccer.com/match/atalanta/sampdoria/1994748,1994,7,serie_a
Juventus,Torino,3-2,https://www.besoccer.com/match/juventus-fc/torino-fc/1994749,1994,7,serie_a
Lecce,Genoa,0-0,https://www.besoccer.com/match/lecce/genoa/1994750,1994,8,serie_a
Inter,Torino,0-0,https://www.besoccer.com/match/internazionale/torino-fc/1994751,1994,8,serie_a
Reggiana,Udinese,1-1,https://www.besoccer.com/match/ac-reggiana-1919/udinese/1994752,1994,8,serie_a
Sampdoria,Roma,0-1,https://www.besoccer.com/match/sampdoria/roma/1994753,1994,8,serie_a
Juventus,Atalanta,2-1,https://www.besoccer.com/match/juventus-fc/atalanta/1994754,1994,8,serie_a
Cremonese,Parma,0-0,https://www.besoccer.com/match/us-cremonese/parma-fc/1994755,1994,8,serie_a
Cagliari,Napoli,1-2,https://www.besoccer.com/match/cagliari/napoli/1994756,1994,8,serie_a
Lazio,Piacenza,1-0,https://www.besoccer.com/match/lazio/piacenza/1994757,1994,8,serie_a
Calcio Foggia,Milan,1-1,https://www.besoccer.com/match/us-foggia/milan/1994758,1994,8,serie_a
Napoli,Lecce,3-1,https://www.besoccer.com/match/napoli/lecce/1994759,1994,9,serie_a
Udinese,Inter,0-1,https://www.besoccer.com/match/udinese/internazionale/1994760,1994,9,serie_a
Milan,Juventus,1-1,https://www.besoccer.com/match/milan/juventus-fc/1994761,1994,9,serie_a
Cremonese,Cagliari,3-1,https://www.besoccer.com/match/us-cremonese/cagliari/1994762,1994,9,serie_a
Torino,Sampdoria,2-3,https://www.besoccer.com/match/torino-fc/sampdoria/1994763,1994,9,serie_a
Parma,Reggiana,1-0,https://www.besoccer.com/match/parma-fc/ac-reggiana-1919/1994764,1994,9,serie_a
Genoa,Piacenza,0-1,https://www.besoccer.com/match/genoa/piacenza/1994765,1994,9,serie_a
Atalanta,Calcio Foggia,1-1,https://www.besoccer.com/match/atalanta/us-foggia/1994766,1994,9,serie_a
Roma,Lazio,1-1,https://www.besoccer.com/match/roma/lazio/1994767,1994,9,serie_a
Piacenza,Napoli,1-1,https://www.besoccer.com/match/piacenza/napoli/1994768,1994,10,serie_a
Sampdoria,Milan,3-2,https://www.besoccer.com/match/sampdoria/milan/1994769,1994,10,serie_a
Juventus,Genoa,4-0,https://www.besoccer.com/match/juventus-fc/genoa/1994770,1994,10,serie_a
Calcio Foggia,Cremonese,1-1,https://www.besoccer.com/match/us-foggia/us-cremonese/1994771,1994,10,serie_a
Cagliari,Torino,2-1,https://www.besoccer.com/match/cagliari/torino-fc/1994772,1994,10,serie_a
Lazio,Udinese,2-1,https://www.besoccer.com/match/lazio/udinese/1994773,1994,10,serie_a
Reggiana,Roma,0-0,https://www.besoccer.com/match/ac-reggiana-1919/roma/1994774,1994,10,serie_a
Lecce,Atalanta,5-1,https://www.besoccer.com/match/lecce/atalanta/1994775,1994,10,serie_a
Inter,Parma,3-2,https://www.besoccer.com/match/internazionale/parma-fc/1994776,1994,10,serie_a
Torino,Reggiana,2-0,https://www.besoccer.com/match/torino-fc/ac-reggiana-1919/1994777,1994,11,serie_a
Udinese,Genoa,0-4,https://www.besoccer.com/match/udinese/genoa/1994778,1994,11,serie_a
Roma,Calcio Foggia,0-0,https://www.besoccer.com/match/roma/us-foggia/1994779,1994,11,serie_a
Cremonese,Lecce,2-1,https://www.besoccer.com/match/us-cremonese/lecce/1994780,1994,11,serie_a
Atalanta,Piacenza,0-0,https://www.besoccer.com/match/atalanta/piacenza/1994781,1994,11,serie_a
Inter,Milan,1-2,https://www.besoccer.com/match/internazionale/milan/1994782,1994,11,serie_a
Napoli,Lazio,1-2,https://www.besoccer.com/match/napoli/lazio/1994783,1994,11,serie_a
