Home_Team,Away_Team,Result,Link,Season,Round,League
B. Dortmund,Stuttgart,0-3,https://www.besoccer.com/match/borussia-dortmund/stuttgart/19911141,1991,1,bundesliga
Hertha BSC,FC St. Pauli,1-2,https://www.besoccer.com/match/hertha-bsc/st-pauli/19911142,1991,1,bundesliga
Nürnberg,KFC Uerdingen 05,1-1,https://www.besoccer.com/match/fc-nurnberg/kfc-uerdingen-05/19911143,1991,1,bundesliga
Wattenscheid 09,Werder Bremen,2-0,https://www.besoccer.com/match/wattenscheid-09/werder-bremen/19911144,1991,1,bundesliga
Köln,Fortuna Düsseldorf,1-1,https://www.besoccer.com/match/1-fc-koln/fortuna-dusseldorf/19911145,1991,1,bundesliga
Hamburger SV,Kaiserslautern,1-3,https://www.besoccer.com/match/hamburger-sv/kaiserslautern/19911146,1991,1,bundesliga
B. Mönchengladbach,VfL Bochum,1-2,https://www.besoccer.com/match/borussia-monchengla/bochum/19911147,1991,1,bundesliga
Bayern München,B. Leverkusen,1-1,https://www.besoccer.com/match/bayern-munchen/bayer-leverkusen/19911148,1991,1,bundesliga
Eintracht Frankfurt,Karlsruher SC,3-0,https://www.besoccer.com/match/eintracht-frankfurt/karlsruher-sc/19911149,1991,1,bundesliga
FC St. Pauli,Bayern München,0-0,https://www.besoccer.com/match/st-pauli/bayern-munchen/19911150,1991,2,bundesliga
Stuttgart,Hertha BSC,4-0,https://www.besoccer.com/match/stuttgart/hertha-bsc/19911151,1991,2,bundesliga
Werder Bremen,B. Mönchengladbach,3-0,https://www.besoccer.com/match/werder-bremen/borussia-monchengla/19911152,1991,2,bundesliga
Karlsruher SC,B. Dortmund,1-2,https://www.besoccer.com/match/karlsruher-sc/borussia-dortmund/19911153,1991,2,bundesliga
VfL Bochum,Köln,1-0,https://www.besoccer.com/match/bochum/1-fc-koln/19911154,1991,2,bundesliga
Fortuna Düsseldorf,Hamburger SV,2-1,https://www.besoccer.com/match/fortuna-dusseldorf/hamburger-sv/19911155,1991,2,bundesliga
B. Leverkusen,Nürnberg,2-2,https://www.besoccer.com/match/bayer-leverkusen/fc-nurnberg/19911156,1991,2,bundesliga
Kaiserslautern,Eintracht Frankfurt,1-1,https://www.besoccer.com/match/kaiserslautern/eintracht-frankfurt/19911157,1991,2,bundesliga
KFC Uerdingen 05,Wattenscheid 09,0-2,https://www.besoccer.com/match/kfc-uerdingen-05/wattenscheid-09/19911158,1991,2,bundesliga
Hamburger SV,VfL Bochum,1-0,https://www.besoccer.com/match/hamburger-sv/bochum/19911159,1991,3,bundesliga
B. Dortmund,Kaiserslautern,0-2,https://www.besoccer.com/match/borussia-dortmund/kaiserslautern/19911160,1991,3,bundesliga
Eintracht Frankfurt,Fortuna Düsseldorf,5-1,https://www.besoccer.com/match/eintracht-frankfurt/fortuna-dusseldorf/19911161,1991,3,bundesliga
Hertha BSC,Karlsruher SC,1-1,https://www.besoccer.com/match/hertha-bsc/karlsruher-sc/19911162,1991,3,bundesliga
Wattenscheid 09,B. Mönchengladbach,1-1,https://www.besoccer.com/match/wattenscheid-09/borussia-monchengla/19911163,1991,3,bundesliga
Köln,Werder Bremen,1-0,https://www.besoccer.com/match/1-fc-koln/werder-bremen/19911164,1991,3,bundesliga
