Home_Team,Away_Team,Result,Link,Season,Round,League
Werder Bremen,Schalke 04,1-0,https://www.besoccer.com/match/werder-bremen/schalke-04/20051521,2005,1,bundesliga
B. Dortmund,Wolfsburg,1-2,https://www.besoccer.com/match/borussia-dortmund/wolfsburg/20051522,2005,1,bundesliga
Hamburger SV,Bayern München,0-2,https://www.besoccer.com/match/hamburger-sv/bayern-munchen/20051523,2005,1,bundesliga
Hertha BSC,VfL Bochum,2-2,https://www.besoccer.com/match/hertha-bsc/bochum/20051524,2005,1,bundesliga
Kaiserslautern,Nürnberg,1-3,https://www.besoccer.com/match/kaiserslautern/fc-nurnberg/20051525,2005,1,bundesliga
B. Leverkusen,Hannover 96,2-1,https://www.besoccer.com/match/bayer-leverkusen/hannover-96/20051526,2005,1,bundesliga
SC Freiburg,Hansa Rostock,0-0,https://www.besoccer.com/match/sc-freiburg/hansa-rostock/20051527,2005,1,bundesliga
Arminia Bielefeld,B. Mönchengladbach,0-0,https://www.besoccer.com/match/arminia-bielefeld/borussia-monchengla/20051528,2005,1,bundesliga
Stuttgart,Mainz 05,4-2,https://www.besoccer.com/match/stuttgart/mainz-amat/20051529,2005,1,bundesliga
Bayern München,Hertha BSC,1-1,https://www.besoccer.com/match/bayern-munchen/hertha-bsc/20051530,2005,2,bundesliga
Nürnberg,Stuttgart,1-1,https://www.besoccer.com/match/fc-nurnberg/stuttgart/20051531,2005,2,bundesliga
Schalke 04,Kaiserslautern,2-1,https://www.besoccer.com/match/schalke-04/kaiserslautern/20051532,2005,2,bundesliga
Mainz 05,Hamburger SV,2-1,https://www.besoccer.com/match/mainz-amat/hamburger-sv/20051533,2005,2,bundesliga
Hansa Rostock,Werder Bremen,0-4,https://www.besoccer.com/match/hansa-rostock/werder-bremen/20051534,2005,2,bundesliga
B. Mönchengladbach,B. Dortmund,2-3,https://www.besoccer.com/match/borussia-monchengla/borussia-dortmund/20051535,2005,2,bundesliga
VfL Bochum,B. Leverkusen,2-2,https://www.besoccer.com/match/bochum/bayer-leverkusen/20051536,2005,2,bundesliga
