Home_Team,Away_Team,Result,Link,Season,Round,League
Bayern München,B. Dortmund,2-0,https://www.besoccer.com/match/bayern-munchen/borussia-dortmund/20071521,2007,1,bundesliga
Schalke 04,Eintracht Frankfurt,1-1,https://www.besoccer.com/match/schalke-04/eintracht-frankfurt/20071522,2007,1,bundesliga
Mainz 05,VfL Bochum,2-1,https://www.besoccer.com/match/mainz-amat/bochum/20071523,2007,1,bundesliga
Hamburger SV,Arminia Bielefeld,1-1,https://www.besoccer.com/match/hamburger-sv/arminia-bielefeld/20071524,2007,1,bundesliga
B. Leverkusen,Alemannia Aachen,3-0,https://www.besoccer.com/match/bayer-leverkusen/alemannia-aachen/20071525,2007,1,bundesliga
B. Mönchengladbach,Energie Cottbus,2-0,https://www.besoccer.com/match/borussia-monchengla/energie-cottbus/20071526,2007,1,bundesliga
Stuttgart,Nürnberg,0-3,https://www.besoccer.com/match/stuttgart/fc-nurnberg/20071527,2007,1,bundesliga
Hannover 96,Werder Bremen,2-4,https://www.besoccer.com/match/hannover-96/werder-bremen/20071528,2007,1,bundesliga
Wolfsburg,Hertha BSC,0-0,https://www.besoccer.com/match/wolfsburg/hertha-bsc/20071529,2007,1,bundesliga
Nürnberg,B. Mönchengladbach,1-0,https://www.besoccer.com/match/fc-nurnberg/borussia-monchengla/20071530,2007,2,bundesliga
Alemannia Aachen,Schalke 04,0-1,https://www.besoccer.com/match/alemannia-aachen/schalke-04/20071531,2007,2,bundesliga
B. Dortmund,Mainz 05,1-1,https://www.besoccer.com/match/borussia-dortmund/mainz-amat/20071532,2007,2,bundesliga
Energie Cottbus,Hamburger SV,2-2,https://www.besoccer.com/match/energie-cottbus/hamburger-sv/20071533,2007,2,bundesliga
Eintracht Frankfurt,Wolfsburg,0-0,https://www.besoccer.com/match/eintracht-frankfurt/wolfsburg/20071534,2007,2,bundesliga
Hertha BSC,Hannover 96,4-0,https://www.besoccer.com/match/hertha-bsc/hannover-96/20071535,2007,2,bundesliga
Werder Bremen,B. Leverkusen,2-1,https://www.besoccer.com/match/werder-bremen/bayer-leverkusen/20071536,2007,2,bundesliga
Arminia Bielefeld,Stuttgart,2-3,https://www.besoccer.com/match/arminia-bielefeld/stuttgart/20071537,2007,2,bundesliga
VfL Bochum,Bayern München,1-2,https://www.besoccer.com/match/bochum/bayern-munchen/20071538,2007,2,bundesliga
Schalke 04,Werder Bremen,2-0,https://www.besoccer.com/match/schalke-04/werder-bremen/20071539,2007,3,bundesliga
Bayern München,Nürnberg,0-0,https://www.besoccer.com/match/bayern-munchen/fc-nurnberg/20071540,2007,3,bundesliga
