Home_Team,Away_Team,Result,Link,Season,Round,League
B. Dortmund,Hamburger SV,3-1,https://www.besoccer.com/match/borussia-dortmund/hamburger-sv/20125536,2012,1,bundesliga
Werder Bremen,Kaiserslautern,2-0,https://www.besoccer.com/match/werder-bremen/kaiserslautern/20125537,2012,1,bundesliga
Hannover 96,Hoffenheim,2-1,https://www.besoccer.com/match/hannover-96/tsg-1899-hoffenheim/20125538,2012,1,bundesliga
Stuttgart,Schalke 04,3-0,https://www.besoccer.com/match/stuttgart/schalke-04/20125539,2012,1,bundesliga
Köln,Wolfsburg,0-3,https://www.besoccer.com/match/1-fc-koln/wolfsburg/20125540,2012,1,bundesliga
FC Augsburg,SC Freiburg,2-2,https://www.besoccer.com/match/fc-augsburg/sc-freiburg/20125541,2012,1,bundesliga
Hertha BSC,Nürnberg,0-1,https://www.besoccer.com/match/hertha-bsc/fc-nurnberg/20125542,2012,1,bundesliga
Mainz 05,B. Leverkusen,2-0,https://www.besoccer.com/match/mainz-amat/bayer-leverkusen/20125543,2012,1,bundesliga
Bayern München,B. Mönchengladbach,0-1,https://www.besoccer.com/match/bayern-munchen/borussia-monchengla/20125544,2012,1,bundesliga
Hamburger SV,Hertha BSC,2-2,https://www.besoccer.com/match/hamburger-sv/hertha-bsc/20125546,2012,2,bundesliga
Nürnberg,Hannover 96,1-2,https://www.besoccer.com/match/fc-nurnberg/hannover-96/20125547,2012,2,bundesliga
SC Freiburg,Mainz 05,1-2,https://www.besoccer.com/match/sc-freiburg/mainz-amat/20125548,2012,2,bundesliga
Hoffenheim,B. Dortmund,1-0,https://www.besoccer.com/match/tsg-1899-hoffenheim/borussia-dortmund/20125549,2012,2,bundesliga
Wolfsburg,Bayern München,0-1,https://www.besoccer.com/match/wolfsburg/bayern-munchen/20125550,2012,2,bundesliga
Schalke 04,Köln,5-1,https://www.besoccer.com/match/schalke-04/1-fc-koln/20125545,2012,2,bundesliga
B. Mönchengladbach,Stuttgart,1-1,https://www.besoccer.com/match/borussia-monchengla/stuttgart/20125551,2012,2,bundesliga
Kaiserslautern,FC Augsburg,1-1,https://www.besoccer.com/match/kaiserslautern/fc-augsburg/20125552,2012,2,bundesliga
B. Leverkusen,Werder Bremen,1-0,https://www.besoccer.com/match/bayer-leverkusen/werder-bremen/20125553,2012,2,bundesliga
B. Mönchengladbach,Wolfsburg,4-1,https://www.besoccer.com/match/borussia-monchengla/wolfsburg/20125554,2012,3,bundesliga
B. Dortmund,Nürnberg,2-0,https://www.besoccer.com/match/borussia-dortmund/fc-nurnberg/20125555,2012,3,bundesliga
Bayern München,Hamburger SV,5-0,https://www.besoccer.com/match/bayern-munchen/hamburger-sv/20125556,2012,3,bundesliga
Werder Bremen,SC Freiburg,5-3,https://www.besoccer.com/match/werder-bremen/sc-freiburg/20125557,2012,3,bundesliga
Stuttgart,B. Leverkusen,0-1,https://www.besoccer.com/match/stuttgart/bayer-leverkusen/20125558,2012,3,bundesliga
FC Augsburg,Hoffenheim,0-2,https://www.besoccer.com/match/fc-augsburg/tsg-1899-hoffenheim/20125559,2012,3,bundesliga
Köln,Kaiserslautern,1-1,https://www.besoccer.com/match/1-fc-koln/kaiserslautern/20125560,2012,3,bundesliga
Mainz 05,Schalke 04,2-4,https://www.besoccer.com/match/mainz-amat/schalke-04/20125561,2012,3,bundesliga
Hannover 96,Hertha BSC,1-1,https://www.besoccer.com/match/hannover-96/hertha-bsc/20125562,2012,3,bundesliga
Hertha BSC,Stuttgart,1-0,https://www.besoccer.com/match/hertha-bsc/stuttgart/20125563,2012,4,bundesliga
Hamburger SV,Köln,3-4,https://www.besoccer.com/match/hamburger-sv/1-fc-koln/20125564,2012,4,bundesliga
Nürnberg,FC Augsburg,1-0,https://www.besoccer.com/match/fc-nurnberg/fc-augsburg/20125565,2012,4,bundesliga
SC Freiburg,Wolfsburg,3-0,https://www.besoccer.com/match/sc-freiburg/wolfsburg/20125566,2012,4,bundesliga
Kaiserslautern,Bayern München,0-3,https://www.besoccer.com/match/kaiserslautern/bayern-munchen/20125567,2012,4,bundesliga
Hoffenheim,Werder Bremen,1-2,https://www.besoccer.com/match/tsg-1899-hoffenheim/werder-bremen/20125568,2012,4,bundesliga
B. Leverkusen,B. Dortmund,0-0,https://www.besoccer.com/match/bayer-leverkusen/borussia-dortmund/20125569,2012,4,bundesliga
Hannover 96,Mainz 05,1-1,https://www.besoccer.com/match/hannover-96/mainz-amat/20125570,2012,4,bundesliga
Schalke 04,B. Mönchengladbach,1-0,https://www.besoccer.com/match/schalke-04/borussia-monchengla/20125571,2012,4,bundesliga
FC Augsburg,B. Leverkusen,1-4,https://www.besoccer.com/match/fc-augsburg/bayer-leverkusen/20125572,2012,5,bundesliga
B. Dortmund,Hertha BSC,1-2,https://www.besoccer.com/match/borussia-dortmund/hertha-bsc/20125573,2012,5,bundesliga
Bayern München,SC Freiburg,7-0,https://www.besoccer.com/match/bayern-munchen/sc-freiburg/20125574,2012,5,bundesliga
Mainz 05,Hoffenheim,0-4,https://www.besoccer.com/match/mainz-amat/tsg-1899-hoffenheim/20125575,2012,5,bundesliga
Stuttgart,Hannover 96,3-0,https://www.besoccer.com/match/stuttgart/hannover-96/20125576,2012,5,bundesliga
B. Mönchengladbach,Kaiserslautern,1-0,https://www.besoccer.com/match/borussia-monchengla/kaiserslautern/20125577,2012,5,bundesliga
Werder Bremen,Hamburger SV,2-0,https://www.besoccer.com/match/werder-bremen/hamburger-sv/20125578,2012,5,bundesliga
Köln,Nürnberg,1-2,https://www.besoccer.com/match/1-fc-koln/fc-nurnberg/20125579,2012,5,bundesliga
Wolfsburg,Schalke 04,2-1,https://www.besoccer.com/match/wolfsburg/schalke-04/20125580,2012,5,bundesliga
SC Freiburg,Stuttgart,1-2,https://www.besoccer.com/match/sc-freiburg/stuttgart/20125581,2012,6,bundesliga
B. Leverkusen,Köln,1-4,https://www.besoccer.com/match/bayer-leverkusen/1-fc-koln/20125582,2012,6,bundesliga
Hamburger SV,B. Mönchengladbach,0-1,https://www.besoccer.com/match/hamburger-sv/borussia-monchengla/20125583,2012,6,bundesliga
Nürnberg,Werder Bremen,1-1,https://www.besoccer.com/match/fc-nurnberg/werder-bremen/20125584,2012,6,bundesliga
Hoffenheim,Wolfsburg,3-1,https://www.besoccer.com/match/tsg-1899-hoffenheim/wolfsburg/20125585,2012,6,bundesliga
Hertha BSC,FC Augsburg,2-2,https://www.besoccer.com/match/hertha-bsc/fc-augsburg/20125586,2012,6,bundesliga
Kaiserslautern,Mainz 05,3-1,https://www.besoccer.com/match/kaiserslautern/mainz-amat/20125587,2012,6,bundesliga
Hannover 96,B. Dortmund,2-1,https://www.besoccer.com/match/hannover-96/borussia-dortmund/20125589,2012,6,bundesliga
Schalke 04,Bayern München,0-2,https://www.besoccer.com/match/schalke-04/bayern-munchen/20125588,2012,6,bundesliga
Stuttgart,Hamburger SV,1-2,https://www.besoccer.com/match/stuttgart/hamburger-sv/20125590,2012,7,bundesliga
Schalke 04,SC Freiburg,4-2,https://www.besoccer.com/match/schalke-04/sc-freiburg/20125591,2012,7,bundesliga
Mainz 05,B. Dortmund,1-2,https://www.besoccer.com/match/mainz-amat/borussia-dortmund/20125592,2012,7,bundesliga
Wolfsburg,Kaiserslautern,1-0,https://www.besoccer.com/match/wolfsburg/kaiserslautern/20125593,2012,7,bundesliga
B. Mönchengladbach,Nürnberg,1-0,https://www.besoccer.com/match/borussia-monchengla/fc-nurnberg/20125594,2012,7,bundesliga
FC Augsburg,Hannover 96,0-0,https://www.besoccer.com/match/fc-augsburg/hannover-96/20125595,2012,7,bundesliga
Bayern München,B. Leverkusen,3-0,https://www.besoccer.com/match/bayern-munchen/bayer-leverkusen/20125596,2012,7,bundesliga
Köln,Hoffenheim,2-0,https://www.besoccer.com/match/1-fc-koln/tsg-1899-hoffenheim/20125597,2012,7,bundesliga
Werder Bremen,Hertha BSC,2-1,https://www.besoccer.com/match/werder-bremen/hertha-bsc/20125598,2012,7,bundesliga
Kaiserslautern,Stuttgart,0-2,https://www.besoccer.com/match/kaiserslautern/stuttgart/20125605,2012,8,bundesliga
B. Dortmund,FC Augsburg,4-0,https://www.besoccer.com/match/borussia-dortmund/fc-augsburg/20125599,2012,8,bundesliga
B. Leverkusen,Wolfsburg,3-1,https://www.besoccer.com/match/bayer-leverkusen/wolfsburg/20125600,2012,8,bundesliga
Nürnberg,Mainz 05,3-3,https://www.besoccer.com/match/fc-nurnberg/mainz-amat/20125603,2012,8,bundesliga
SC Freiburg,B. Mönchengladbach,1-0,https://www.besoccer.com/match/sc-freiburg/borussia-monchengla/20125604,2012,8,bundesliga
Hoffenheim,Bayern München,0-0,https://www.besoccer.com/match/tsg-1899-hoffenheim/bayern-munchen/20125606,2012,8,bundesliga
Hertha BSC,Köln,3-0,https://www.besoccer.com/match/hertha-bsc/1-fc-koln/20125607,2012,8,bundesliga
Hannover 96,Werder Bremen,3-2,https://www.besoccer.com/match/hannover-96/werder-bremen/20125602,2012,8,bundesliga
Hamburger SV,Schalke 04,1-2,https://www.besoccer.com/match/hamburger-sv/schalke-04/20125601,2012,8,bundesliga
Werder Bremen,B. Dortmund,0-2,https://www.besoccer.com/match/werder-bremen/borussia-dortmund/20125610,2012,9,bundesliga
Bayern München,Hertha BSC,4-0,https://www.besoccer.com/match/bayern-munchen/hertha-bsc/20125608,2012,9,bundesliga
Mainz 05,FC Augsburg,0-1,https://www.besoccer.com/match/mainz-amat/fc-augsburg/20125611,2012,9,bundesliga
Stuttgart,Hoffenheim,2-0,https://www.besoccer.com/match/stuttgart/tsg-1899-hoffenheim/20125613,2012,9,bundesliga
Wolfsburg,Nürnberg,2-1,https://www.besoccer.com/match/wolfsburg/fc-nurnberg/20125615,2012,9,bundesliga
B. Mönchengladbach,B. Leverkusen,2-2,https://www.besoccer.com/match/borussia-monchengla/bayer-leverkusen/20125616,2012,9,bundesliga
Schalke 04,Kaiserslautern,1-2,https://www.besoccer.com/match/schalke-04/kaiserslautern/20125609,2012,9,bundesliga
SC Freiburg,Hamburger SV,1-2,https://www.besoccer.com/match/sc-freiburg/hamburger-sv/20125612,2012,9,bundesliga
Köln,Hannover 96,2-0,https://www.besoccer.com/match/1-fc-koln/hannover-96/20125614,2012,9,bundesliga
FC Augsburg,Werder Bremen,1-1,https://www.besoccer.com/match/fc-augsburg/werder-bremen/20125624,2012,10,bundesliga
B. Dortmund,Köln,5-0,https://www.besoccer.com/match/borussia-dortmund/1-fc-koln/20125617,2012,10,bundesliga
Nürnberg,Stuttgart,2-2,https://www.besoccer.com/match/fc-nurnberg/stuttgart/20125621,2012,10,bundesliga
Kaiserslautern,SC Freiburg,1-0,https://www.besoccer.com/match/kaiserslautern/sc-freiburg/20125622,2012,10,bundesliga
Hoffenheim,B. Mönchengladbach,1-0,https://www.besoccer.com/match/tsg-1899-hoffenheim/borussia-monchengla/20125623,2012,10,bundesliga
Hertha BSC,Mainz 05,0-0,https://www.besoccer.com/match/hertha-bsc/mainz-amat/20125625,2012,10,bundesliga
Hamburger SV,Wolfsburg,1-1,https://www.besoccer.com/match/hamburger-sv/wolfsburg/20125619,2012,10,bundesliga
B. Leverkusen,Schalke 04,0-1,https://www.besoccer.com/match/bayer-leverkusen/schalke-04/20125618,2012,10,bundesliga
Hannover 96,Bayern München,2-1,https://www.besoccer.com/match/hannover-96/bayern-munchen/20125620,2012,10,bundesliga
SC Freiburg,B. Leverkusen,0-1,https://www.besoccer.com/match/sc-freiburg/bayer-leverkusen/20125630,2012,11,bundesliga
Bayern München,Nürnberg,4-0,https://www.besoccer.com/match/bayern-munchen/fc-nurnberg/20125626,2012,11,bundesliga
Schalke 04,Hoffenheim,3-1,https://www.besoccer.com/match/schalke-04/tsg-1899-hoffenheim/20125627,2012,11,bundesliga
Wolfsburg,Hertha BSC,2-3,https://www.besoccer.com/match/wolfsburg/hertha-bsc/20125633,2012,11,bundesliga
B. Mönchengladbach,Hannover 96,2-1,https://www.besoccer.com/match/borussia-monchengla/hannover-96/20125634,2012,11,bundesliga
Stuttgart,B. Dortmund,1-1,https://www.besoccer.com/match/stuttgart/borussia-dortmund/20125631,2012,11,bundesliga
Mainz 05,Werder Bremen,1-3,https://www.besoccer.com/match/mainz-amat/werder-bremen/20125629,2012,11,bundesliga
Köln,FC Augsburg,3-0,https://www.besoccer.com/match/1-fc-koln/fc-augsburg/20125632,2012,11,bundesliga
