Home_Team,Away_Team,Result,Link,Season,Round,League
Olhanense,Estoril,3-2,https://www.besoccer.com/match/sc-olhanense/estoril/200937105,2009,1,segunda_liga
SC Freamunde,União de Leiria,1-0,https://www.besoccer.com/match/sc-freamunde/uniao-leiria/200937106,2009,1,segunda_liga
Beira Mar SC,CD Santa Clara,0-0,https://www.besoccer.com/match/beira-mar/santa-clara/200937107,2009,1,segunda_liga
UD Oliveirense,Gil Vicente,1-1,https://www.besoccer.com/match/ud-oliveirense/gil-vicente/200937108,2009,1,segunda_liga
Desportivo Aves,SP. Covilhã,2-0,https://www.besoccer.com/match/desportivo-aves/sporting-covilha/200937109,2009,1,segunda_liga
Boavista,Vizela,2-1,https://www.besoccer.com/match/boavista/vizela/200937110,2009,1,segunda_liga
Feirense,Gondomar,2-0,https://www.besoccer.com/match/feirense/gondomar/200937111,2009,1,segunda_liga
Portimonense,Varzim,2-1,https://www.besoccer.com/match/portimonense/varzim/200937112,2009,1,segunda_liga
Olhanense,Estoril,3-2,https://www.besoccer.com/match/sc-olhanense/estoril/200937105,2009,2,segunda_liga
SC Freamunde,União de Leiria,1-0,https://www.besoccer.com/match/sc-freamunde/uniao-leiria/200937106,2009,2,segunda_liga
Beira Mar SC,CD Santa Clara,0-0,https://www.besoccer.com/match/beira-mar/santa-clara/200937107,2009,2,segunda_liga
UD Oliveirense,Gil Vicente,1-1,https://www.besoccer.com/match/ud-oliveirense/gil-vicente/200937108,2009,2,segunda_liga
Desportivo Aves,SP. Covilhã,2-0,https://www.besoccer.com/match/desportivo-aves/sporting-covilha/200937109,2009,2,segunda_liga
Boavista,Vizela,2-1,https://www.besoccer.com/match/boavista/vizela/200937110,2009,2,segunda_liga
Feirense,Gondomar,2-0,https://www.besoccer.com/match/feirense/gondomar/200937111,2009,2,segunda_liga
Portimonense,Varzim,2-1,https://www.besoccer.com/match/portimonense/varzim/200937112,2009,2,segunda_liga
Olhanense,Estoril,3-2,https://www.besoccer.com/match/sc-olhanense/estoril/200937105,2009,3,segunda_liga
SC Freamunde,União de Leiria,1-0,https://www.besoccer.com/match/sc-freamunde/uniao-leiria/200937106,2009,3,segunda_liga
Beira Mar SC,CD Santa Clara,0-0,https://www.besoccer.com/match/beira-mar/santa-clara/200937107,2009,3,segunda_liga
UD Oliveirense,Gil Vicente,1-1,https://www.besoccer.com/match/ud-oliveirense/gil-vicente/200937108,2009,3,segunda_liga
Desportivo Aves,SP. Covilhã,2-0,https://www.besoccer.com/match/desportivo-aves/sporting-covilha/200937109,2009,3,segunda_liga
Boavista,Vizela,2-1,https://www.besoccer.com/match/boavista/vizela/200937110,2009,3,segunda_liga
Feirense,Gondomar,2-0,https://www.besoccer.com/match/feirense/gondomar/200937111,2009,3,segunda_liga
Portimonense,Varzim,2-1,https://www.besoccer.com/match/portimonense/varzim/200937112,2009,3,segunda_liga
Olhanense,Estoril,3-2,https://www.besoccer.com/match/sc-olhanense/estoril/200937105,2009,4,segunda_liga
SC Freamunde,União de Leiria,1-0,https://www.besoccer.com/match/sc-freamunde/uniao-leiria/200937106,2009,4,segunda_liga
Beira Mar SC,CD Santa Clara,0-0,https://www.besoccer.com/match/beira-mar/santa-clara/200937107,2009,4,segunda_liga
UD Oliveirense,Gil Vicente,1-1,https://www.besoccer.com/match/ud-oliveirense/gil-vicente/200937108,2009,4,segunda_liga
